ticker,AAPL,AAPL,AMZN,AMZN,JPM,JPM
regime,high_vol,low_vol,high_vol,low_vol,high_vol,low_vol
model,,,,,,
A-LA,0.7552037412919858,2.6702660404622374,0.8265298665419162,2.539842238958154,0.40634144380441506,2.9786466715520366
BG,1.2227726033360757,1.1152434659336146,1.4240408160676077,1.2672199392159114,1.1608203107802586,1.1727347953405778
EN,1.0183989311314874,0.9724198664635965,2.4930872939986313,3.5530709495626427,0.639068757353641,1.6545416792039536
GB,1.0681323381953896,0.9964859753027638,1.3221224114984307,0.9652408895411975,0.9148284848731402,0.8440278905192197
HAR,1.0,1.0,1.0,1.0,1.0,1.0
HAR-X,1.674231217597406,1.5448573790238025,2.291108408866815,2.890074179296512,1.3977819456509737,2.180306048099993
HARQ,1.0388519453384142,0.9400569215908078,1.0463623447734762,1.0275144539579089,1.3405074540092112,1.256628744957111
LA,1.015639687893257,0.9764476904524362,1.2880292021142665,1.852694828630193,0.6657184951042991,1.509221092670129
LevHAR,1.0309792662894288,0.9250630269693302,1.017337761364647,0.9244646008697501,1.1844935968877899,1.0572824345566605
LogHAR,0.9893869679145196,0.8850793701371412,1.0258487217643926,1.036189155454023,0.8837464664742997,0.8764083548693213
NN1_ensemble,1.2196081260610598,1.085827284011232,1.4824288851547907,0.9039606312217574,0.8308369586126795,1.0311291572810417
NN1_top1,1.526946605294955,1.110301878458457,1.3661159383630905,1.3307569414393627,0.7782691710317138,1.036551480881455
NN2_ensemble,1.1759955843124188,0.9306125815938993,1.3570807191289207,0.9844969932752042,0.865791989224527,0.8898466385609574
NN2_top1,1.504608000674561,1.5750249841345307,3.5414689429248347,1.608699847243192,0.9035293909882479,1.0147396683597056
NN3_ensemble,1.1451026722065702,0.8777509382989845,1.6349372704174994,0.9537473944126865,0.8314531374866246,0.9602733163281639
NN3_top1,1.474523016844842,1.0717533723987591,2.4788186381090864,1.6175059895035726,1.3201372676821683,1.1003500532878667
NN4_ensemble,1.1382151570662589,0.8837499704238618,2.023862725265197,0.9739951344839087,0.6139175601852691,1.2622389540111993
NN4_top1,0.9771468109199367,1.6912579692325673,2.9652560468139004,1.9624829842353257,1.1204954646527676,0.9809066613337613
P-LA,1.1580891112772995,0.8459411843312996,2.710197024260096,3.3907508955358865,0.9994582384830836,0.9661034399833477
RF,1.23721819190273,1.0586101224761117,1.3056787901187619,1.1265491019076457,1.010785800078476,0.9822368339178322
RR,1.6146254106400804,1.4567889775518654,2.6608844169410437,4.139915751698588,1.5942265941478813,1.9625419848621133
SHAR,1.0055597371260834,1.002510677867042,1.007377893141272,0.9868983114310574,1.023734614159817,1.057351560995647
