ticker,model,DM_stat,p_value,mean_diff
AAPL,LogHAR,1.0271247262404013,0.8477185684650385,4.9929609469045805e-09
AAPL,LevHAR,1.0285752300163373,0.8480596377817082,4.666497060682206e-09
AAPL,SHAR,1.0820468447931406,0.8602785296307329,6.456512510253253e-10
AAPL,HARQ,1.2985835926124336,0.9028353541082155,1.7274505229864895e-08
AAPL,HAR-X,1.0475643957143639,0.852477841404635,1.6224104802509294e-09
AAPL,RR,1.1408797574793845,0.8729294268599992,1.9423229153960014e-09
AAPL,LA,1.1967237085267728,0.8841780305750867,6.815938246296935e-09
AAPL,EN,1.2482116488409223,0.893904926963879,7.473072926601272e-09
AAPL,P-LA,-0.14720261358772022,0.4414980620645387,-2.451991543178959e-10
AAPL,A-LA,2.145675944556383,0.9839533450700578,5.379049036186327e-08
AAPL,BG,1.4016620268674185,0.9193662715029051,2.6083815666922655e-08
AAPL,RF,1.4026770279664118,0.9195177510578401,2.5354039283809244e-08
AAPL,GB,1.7570092502256403,0.9604179954686749,3.9169941748147095e-08
AAPL,NN1_ensemble,1.9252691772502495,0.9727874432048875,4.8563771390525414e-08
AAPL,NN2_ensemble,1.9032995636370373,0.9713831108693987,4.66253119521402e-08
AAPL,NN3_ensemble,1.973469460174929,0.9756676288437554,4.9431216831415e-08
AAPL,NN4_ensemble,1.8438965760199468,0.9672811820804643,2.538994913308111e-08
AMZN,LogHAR,0.01498719061755623,0.5059775898367016,2.3554498997397258e-11
AMZN,LevHAR,0.1673073945067822,0.5664222118304509,3.0301463055183904e-10
AMZN,SHAR,0.6564885027277196,0.744183919018528,4.56300413006447e-10
AMZN,HARQ,0.6618872982681074,0.7459165346793921,2.4696649230540537e-09
AMZN,HAR-X,-1.541513229303214,0.061724050183278985,-4.32490740211838e-09
AMZN,RR,-1.5415132412564714,0.06172404872987006,-4.324907475207834e-09
AMZN,LA,-0.9249765243307551,0.17757940848134185,-3.2551711508151133e-09
AMZN,EN,-1.298351320557754,0.0972045170131241,-4.210875415876974e-09
AMZN,P-LA,3.8211767655177367,0.9999302868228906,5.714237432747064e-09
AMZN,A-LA,3.381290092341681,0.9996279886686821,4.9896009446779325e-08
AMZN,BG,2.2214333438276643,0.9867488125026144,1.2392622271691796e-08
AMZN,RF,1.5657544547781033,0.941168853979052,8.164267876051391e-09
AMZN,GB,1.0316921153708025,0.8487908174779695,6.125629745369644e-09
AMZN,NN1_ensemble,1.7112731465949738,0.9563591015550607,1.6361921120359315e-08
AMZN,NN2_ensemble,1.889514498815973,0.9704715120916739,7.0381003129643765e-09
AMZN,NN3_ensemble,1.9747278120387983,0.9757392490470497,1.7908032667024378e-08
AMZN,NN4_ensemble,0.11682215639863594,0.5464900101293532,3.442601634802556e-10
JPM,LogHAR,1.254441907187159,0.895040606025018,2.7615670912274755e-08
JPM,LevHAR,1.1765033518909411,0.8801897455105103,1.0821960793227773e-08
JPM,SHAR,0.986031247084118,0.8378445435029045,2.808641413001063e-09
JPM,HARQ,1.1259696481434127,0.8698014407399393,1.727835038125763e-08
JPM,HAR-X,1.195842194535768,0.8840061519291209,1.934366026639513e-08
JPM,RR,1.13170129851371,0.871010135422895,1.704709857220847e-08
JPM,LA,1.2762610732023987,0.8989484008869487,2.8331681774685543e-08
JPM,EN,1.1862335331924736,0.882120878194945,2.03327598258036e-08
JPM,P-LA,1.0145033086716404,0.8447293204376689,1.1738624223099984e-08
JPM,A-LA,1.605074889474683,0.9456335073560019,1.014199353644809e-07
JPM,BG,1.3331965476667038,0.9086434114484999,5.967203279106798e-08
JPM,RF,1.3414841632792867,0.9099950360946584,6.655806874577781e-08
JPM,GB,1.357916453474572,0.9126308849527851,6.46879935085781e-08
JPM,NN1_ensemble,1.6554737072163563,0.9509587478965412,5.055083796032173e-08
JPM,NN2_ensemble,1.575725500874934,0.942327406366691,6.796746316834505e-08
JPM,NN3_ensemble,1.622343884691197,0.9475075168965498,5.9186723684024415e-08
JPM,NN4_ensemble,1.59207407433229,0.9441880172594643,6.716520050312372e-08
