ticker,har_x_overfit_pct,regularisation_gain_pct,tree_marginal_pct,deep_nn_marginal_pct,total_ml_gain_pct,regularisation_share
AAPL,12.27222677962203,-3.0605507025036616,-200.77850201227884,222.48533259831467,18.646279883532145,-0.16413733579139564
AMZN,14.1205888762312,-8.489706955192178,-279.9907424184592,275.57646603107753,-12.903983342573833,
JPM,49.44050511131779,-1.2310024552165677,-426.14076500285876,455.80421561071233,28.432448152637,-0.0432956897910459
