,HAR,LogHAR,LevHAR,SHAR,HARQ,HAR-X,RR,LA,EN,P-LA,A-LA,BG,RF,GB
AAPL,7.72860819723429e-09,6.455666133493942e-09,7.668424999090762e-09,7.741589752904441e-09,8.802736797927911e-09,1.1264266045701475e-08,1.045728313746548e-08,9.098303660263051e-09,9.177919853700774e-09,7.462253674919049e-09,1.0732653468587063e-08,4.608282536099719e-08,2.0784467601255332e-08,1.0836309117076637e-08
AMZN,2.0022845233101525e-08,1.635644620481097e-08,1.78825409659781e-08,2.018645281392714e-08,1.846976010180546e-08,2.081871497324725e-08,2.1018223864684536e-08,2.303929003283841e-08,2.290593354130128e-08,2.002284523310185e-08,3.944406624440641e-08,3.757918786682621e-08,2.6357700594889477e-08,2.1695831597031722e-08
JPM,5.229083920676705e-09,4.200663918207347e-09,7.023159336251566e-09,5.215896226836021e-09,1.2407633876848022e-08,2.5721838581389517e-08,2.153286388974645e-08,1.9958433211271423e-08,2.5023399120674782e-08,1.4383951047628318e-08,7.293579244374102e-09,1.1153044174833845e-07,6.177569743897592e-08,1.0132741465460454e-07
