ticker,AAPL,AAPL,AMZN,AMZN,JPM,JPM
regime,high_vol,low_vol,high_vol,low_vol,high_vol,low_vol
model,,,,,,
A-LA,3.365212836213821e-08,1.4915307152802256e-08,3.024422872723254e-08,1.7865968916607726e-08,2.1513511903822344e-08,1.2846347603483249e-08
BG,5.14909412743647e-08,3.7005435908479964e-09,3.8339806845411656e-08,8.149597084579634e-09,4.048070287200346e-08,4.023174478379515e-09
EN,2.9871427344900464e-08,3.517404654574069e-09,2.7342588234512023e-08,5.299583799379364e-09,2.7883683195833754e-08,3.1891629331493676e-09
GB,3.134112722920295e-08,3.226350467620255e-09,3.119210296697474e-08,5.781210839516896e-09,3.413835197954072e-08,2.9215848224104532e-09
HAR,3.0407442575362274e-08,3.065710545950997e-09,2.7326268848470043e-08,5.453432153315667e-09,3.0069342389262275e-08,2.893548077990003e-09
HARQ,3.0102831947632077e-08,2.978358324620379e-09,2.7072553381157653e-08,5.570842716973596e-09,3.586771321892854e-08,3.2101921136511977e-09
LA,2.98490033633577e-08,3.5404353408675207e-09,2.710012592613384e-08,5.456179580288358e-09,2.784185470743194e-08,3.2036739798831346e-09
LevHAR,3.066286566630601e-08,3.2752123393141068e-09,2.926536341894996e-08,5.392110191679214e-09,3.1849399243653885e-08,2.9498282493157456e-09
LogHAR,2.9363301943614896e-08,2.675782979318601e-09,2.748342270411681e-08,5.403609911641689e-09,2.799111730817706e-08,2.5824124245415103e-09
NN1_ensemble,3.242555488019988e-08,2.8763529027278837e-09,2.8385188604382224e-08,5.33131815252532e-09,3.17722678433915e-08,2.936573706542382e-09
NN1_top1,3.3261867209014225e-08,3.022382429767219e-09,2.8010623900626513e-08,6.131368207116646e-09,3.16107461187544e-08,2.8806993161283378e-09
NN2_ensemble,3.031368011621278e-08,3.051612883306572e-09,2.8847067001207123e-08,5.473902616143563e-09,3.18362168716389e-08,2.6086854285570295e-09
NN2_top1,3.022026395883894e-08,7.237018342735762e-09,2.8918342877755657e-08,6.890303168562089e-09,3.142230984519725e-08,2.62959329060082e-09
NN3_ensemble,3.021228607499812e-08,2.842372237943207e-09,2.9516291018037975e-08,5.416627591349679e-09,3.098534756929051e-08,2.7097070091355796e-09
NN3_top1,2.896951056980739e-08,3.0747371696034542e-09,3.2194555253022074e-08,5.042308397515067e-09,3.140053771818741e-08,2.7984145026052072e-09
NN4_ensemble,2.9758913321016402e-08,2.9626115981035454e-09,2.8704973370994283e-08,5.492586589736639e-09,3.0511636590442784e-08,2.7117936414152827e-09
NN4_top1,3.1785115190915353e-08,2.7111962361696993e-09,2.9047078947458848e-08,7.963463499545542e-09,3.21181385734908e-08,2.633252011915903e-09
P-LA,3.052587702262227e-08,3.071755586823011e-09,2.737151094139994e-08,5.284913765559121e-09,2.993470833746457e-08,2.7429533295165176e-09
RF,4.564464164565028e-08,3.367718386815568e-09,3.364979064665876e-08,7.543119016253073e-09,3.598888992587693e-08,3.7209592447801377e-09
RR,3.012625206153411e-08,3.0492944779361877e-09,2.7183075579815824e-08,5.3174340142123716e-09,2.9594431129050233e-08,2.8429017643316477e-09
SHAR,3.079302445835134e-08,2.9946607430201374e-09,2.7205118734428257e-08,5.348680839653796e-09,3.3189781805057403e-08,3.758109416964743e-09
