model,alpha,alpha_se,beta,beta_se,"Wald(α=0,β=1)",p-value,R²,bias_comp,regr_comp,disturb_comp,ticker
HAR,3.3624740646990655e-06,1.841164793236411e-05,0.8634376317025597,0.16066446521104533,13.320884832784875,0.0012805796955911442,0.27640363917841204,2.2881415063920388e-10,9.103013059879628e-11,9.526593826167031e-09,AAPL
LogHAR,-8.695475784908803e-07,1.887537546939555e-05,0.9549266586944614,0.17662992533325608,3.675764422510399,0.15915412426635256,0.2982664754700658,4.3389748037317525e-11,8.748733539366724e-12,9.23875605843409e-09,AAPL
LevHAR,2.156823997038336e-05,1.6324833124539847e-05,0.7562200150684211,0.1545417524963211,3.846128216882633,0.14615843002656348,0.2685709734713093,1.0501191037047525e-10,3.674515677526576e-10,9.629715716778804e-09,AAPL
SHAR,3.0864848528566825e-06,1.9242714255534793e-05,0.8663857649808732,0.16801015077457276,13.826026084577315,0.0009947560345384687,0.27229585621164276,2.2453387625606093e-10,8.526389153218492e-11,9.580675330676023e-09,AAPL
HARQ,9.820834764170988e-06,1.6326465946018096e-05,0.826658435079232,0.14629754355668018,9.263485840636772,0.00973777214226157,0.2893692606796662,1.778929567142926e-10,1.675123737028715e-10,9.355893396432944e-09,AAPL
HAR-X,3.320628044459258e-05,1.4135506418726733e-05,0.7105016037076025,0.14332252157341246,6.283634113154313,0.043204222019392,0.2891566357329295,5.132008825012343e-12,6.3202846424521e-10,9.358692735421566e-09,AAPL
RR,2.9720615773364163e-05,1.4728039467564882e-05,0.7476215176234314,0.14982291875372986,5.108822654839835,0.07773798081820227,0.2952780770862329,7.125584698197851e-13,4.4301001373844236e-10,9.278100172272945e-09,AAPL
LA,5.825446513728013e-06,1.7153118261231327e-05,0.9078149927968829,0.16183310977461432,1.3482569703783658,0.5096003513871573,0.3022440309935358,3.3584316758033986e-11,4.1032208595615724e-11,9.186389078796294e-09,AAPL
EN,2.1140206700481178e-05,1.5250538258424929e-05,0.8144594997881428,0.1527542238272215,2.2175321799241523,0.32996585817092705,0.3033662133409576,2.0755989214563594e-12,2.072750103649018e-10,9.17161485382556e-09,AAPL
P-LA,1.286462301463214e-05,1.567086076880402e-05,0.8716881466402934,0.15288960331746004,0.7047725551796434,0.703008513087445,0.3127686483582812,8.668834830458589e-12,8.922278263660259e-11,9.04782597892676e-09,AAPL
A-LA,0.000120262652161276,,2.411337405770142e-08,,90.03164197206715,0.0,0.0,6.4389817171818265e-09,3.436938883997045e-39,1.31656187647908e-08,AAPL
BG,3.830623411180272e-05,9.91719954538317e-06,0.610516776706993,0.0809877852829397,23.407937037583622,8.260970207563112e-06,0.23957739163220815,1.9539591682806698e-10,1.2837173564148075e-09,1.0011434161898167e-08,AAPL
RF,2.4679618477931313e-05,1.0871201365508013e-05,0.7301681355208323,0.09586715463747626,8.22737016406649,0.016347421801848783,0.2424928988055245,1.1327050523714183e-10,4.3599450519282104e-10,9.973049705948273e-09,AAPL
GB,1.1903496557113281e-05,1.3313494774954319e-05,0.8555457014431492,0.1214754420495281,1.8780233608671209,0.3910140913321294,0.2611380470780058,4.086234230833355e-11,9.801350937442118e-11,9.72757479197978e-09,AAPL
NN1_ensemble,6.941711963824095e-06,2.2040000615338234e-05,0.896644629385384,0.20182370133012628,1.5696863750394527,0.45619123265569794,0.3189393284408256,3.746278743180965e-11,5.579236159371182e-11,8.966585157440489e-09,AAPL
NN1_top1,5.199145163544145e-05,1.7400732646544096e-05,0.5285942143902426,0.16604745025858123,8.96464244168725,0.011307136308802979,0.22659000575623334,7.90946121090267e-11,2.3726136880491022e-09,1.0182421133092479e-08,AAPL
