model,alpha,alpha_se,beta,beta_se,"Wald(α=0,β=1)",p-value,R²,bias_comp,regr_comp,disturb_comp,ticker
NN2_ensemble,-3.0286388471263008e-06,2.2413280389411884e-05,0.967946221072834,0.20186745028702216,3.186504552971978,0.20326346658547045,0.3378024500344905,5.057287265288924e-11,4.8770823364566415e-12,8.718240489824403e-09,AAPL
NN2_top1,3.346600588644587e-05,1.960826894732047e-05,0.7063268487774174,0.19049804028173248,3.2164144731780238,0.2002462866874717,0.2285586783685285,6.87427945437482e-12,5.201828721031267e-10,1.0156502340006317e-08,AAPL
NN3_ensemble,-4.993103198113384e-07,1.9700464982535187e-05,0.9297574024152016,0.17465617384244275,3.8391955031906377,0.14666594640935293,0.3072369313617693,9.259832553869476e-11,2.3087479955287344e-11,9.120654456017545e-09,AAPL
NN3_top1,1.963454522485657e-05,2.048927402473283e-05,0.7007695608474613,0.1608339291350788,11.796027271436355,0.002744891762124335,0.19548027683318903,5.444719271542415e-10,4.69251102825775e-10,1.0591999963969268e-08,AAPL
NN4_ensemble,-3.599276056597487e-06,2.1534794086053356e-05,0.9673450604561574,0.1924895323266843,2.921646031895505,0.2320452192036664,0.3158743428614017,6.053646348674394e-11,4.739042002997723e-12,9.00693758909877e-09,AAPL
NN4_top1,1.925151982313719e-05,2.0571115545527068e-05,0.7707503513720033,0.18565730987448692,3.009147084702904,0.22211199499659673,0.23543035302546433,1.1648726646989439e-10,2.7421652540078693e-10,1.0066032491197423e-08,AAPL
HAR,2.5680747208266237e-05,2.5429833433349607e-05,0.8221598366709065,0.1378173758101925,3.56442377047731,0.1682655512616903,0.25207228746316135,1.2589409494292085e-10,2.3887384487164735e-10,1.514802244848851e-08,AMZN
LogHAR,2.857608931542981e-05,2.382218432439275e-05,0.8109066924700771,0.13326535429099678,3.1973511971471194,0.20216408717647338,0.25354297831281913,1.1086438370219301e-10,2.7922766834587337e-10,1.511823606989606e-08,AMZN
LevHAR,5.925349705833904e-05,2.5655640218622824e-05,0.6744267812440367,0.14226810073933677,5.34765176966025,0.06898778046141385,0.24283670062069485,4.750492740692076e-11,1.1461418471525167e-09,1.5335073783088913e-08,AMZN
SHAR,3.012014840921878e-05,3.400985231554368e-05,0.8005919683046079,0.1780831259926762,3.574077209914078,0.1674553375177945,0.26337749674544086,1.2690042231016956e-10,3.309312777670537e-10,1.4919054379619957e-08,AMZN
HARQ,3.3003126650263555e-05,2.4807597736332742e-05,0.7814972277688649,0.13584442143593384,4.8823840241558045,0.08705701657283416,0.2688484354367414,1.5994412495833886e-10,4.2566000674548306e-10,1.4808249684565896e-08,AMZN
HAR-X,6.333235889976353e-05,2.238484745940604e-05,0.7282024417664696,0.14222297552033664,23.731319979914126,7.0276373482780485e-06,0.32676042543247363,1.8802512808457123e-10,9.219611216844299e-10,1.363533937547131e-08,AMZN
RR,6.334999024434768e-05,2.1479919198529425e-05,0.7487096647777576,0.1411771994633359,33.101814690802215,6.486826309437532e-08,0.3257175270932876,3.5104468478236055e-10,7.431254527339367e-10,1.3656461533654075e-08,AMZN
LA,3.296453843025918e-05,2.4007731676369532e-05,0.8691261934983837,0.14616493727169147,7.991218564960347,0.01839623449207406,0.3364371725517048,7.010867470290443e-11,1.5450412545656718e-10,1.3439353078756513e-08,AMZN
EN,6.792572693663786e-05,2.075015717642531e-05,0.7260664141351489,0.13755531355352874,37.40611471683955,7.539896706987292e-09,0.3213558487075855,3.80309092786266e-10,9.264466017685823e-10,1.3744800020104333e-08,AMZN
P-LA,6.412026044593462e-05,2.2087848283187977e-05,0.7334003420041307,0.14198751787497751,26.24534171117461,1.9993851381183703e-06,0.3208530101003789,2.5858035919106327e-10,8.58695906293769e-10,1.3754984173441952e-08,AMZN
A-LA,0.00019627505007796452,,4.9966680570302007e-08,,-1.1130825773799138e-13,1.0,0.0,3.39885873505007e-09,1.3002015431153543e-39,2.025332421111807e-08,AMZN
BG,7.60631963422034e-05,2.4447795826975783e-05,0.5977220150935819,0.14108874688399115,10.58562259642969,0.005027606272934082,0.23408080170472179,2.3441244451672153e-11,2.1474157754295916e-09,1.5512409842593894e-08,AMZN
RF,4.777818626311217e-05,2.4157015562296365e-05,0.7643884044328577,0.1434254849568422,6.670361606310681,0.03560814756389008,0.290360041591865,4.024783482538605e-12,5.587252581898644e-10,1.43725681508043e-08,AMZN
GB,6.342641103472435e-05,2.0770093018516317e-05,0.7472063632021249,0.13823367015517504,43.835744722194526,3.0282309992912815e-10,0.3020319623627953,3.415574176447621e-10,7.001649585183396e-10,1.4136172955264164e-08,AMZN
NN1_ensemble,4.436017090015205e-05,2.4320014817848382e-05,0.8388860765040402,0.1525014006492535,19.468287447495296,5.922636717581309e-05,0.3587140162058646,2.3054948528299953e-10,2.679815140950889e-10,1.2988172941828427e-08,AMZN
NN1_top1,5.404560696376174e-05,2.4001840702818406e-05,0.7514625854601864,0.14465283125625808,12.781645816909322,0.0016768757182555882,0.3586606785595914,4.906843855261349e-11,7.946006358696502e-10,1.2989253206471056e-08,AMZN
NN2_ensemble,4.3476887023222894e-05,2.380721613745687e-05,0.8796606168736191,0.1564867540407007,32.02633011854763,1.1106335207067275e-07,0.3587386524896984,5.095756360265061e-10,1.3597521425912994e-10,1.2987673975184582e-08,AMZN
NN2_top1,9.482482059386559e-05,1.7102091360307164e-05,0.659909585273859,0.13352929244698622,94.08068953199071,0.0,0.2802316200035996,1.8097804425193326e-09,1.5074168397899552e-09,1.4577702356978324e-08,AMZN
NN3_ensemble,4.321956674937799e-05,2.460482827254877e-05,0.8790140557340343,0.16030855225593954,29.76643238062433,3.4379640856396776e-07,0.37210707013881417,4.907677361400525e-10,1.4277179975221248e-10,1.2716919078347412e-08,AMZN
NN3_top1,7.966811987642081e-05,2.206441732310723e-05,0.7491022731779786,0.1668593214534747,73.10565385431245,1.1102230246251565e-16,0.26155374046971935,1.6494008237467982e-09,5.942490187603834e-10,1.4955991506754205e-08,AMZN
NN4_ensemble,5.730630374131445e-05,2.349597825422986e-05,0.8187850375039268,0.15853068500665776,38.04283879060273,5.484064091731966e-09,0.3305717813169531,7.048754472796077e-10,3.279520910779049e-10,1.3558146749058995e-08,AMZN
NN4_top1,6.544851132123646e-05,2.4724363847627915e-05,0.7196264814690154,0.15630883082492059,21.59538733742407,2.044660571998147e-05,0.3037286123842914,2.095895156687839e-10,9.337739015415832e-10,1.4101810152306008e-08,AMZN
HAR,3.611928990358707e-05,1.0663988274462423e-05,0.5747533666145739,0.0886885232305822,32.98514743594724,6.876480918016625e-08,0.12509364872346573,1.7705717589885156e-10,4.626396237114647e-10,5.910856482679701e-09,JPM
LogHAR,3.094157103501451e-05,8.98602178705942e-06,0.662599476805955,0.08024629102531179,18.785112005513934,8.334216096861358e-05,0.14652490311122435,3.261845803528758e-11,2.5667857198527336e-10,5.766067193237452e-09,JPM
LevHAR,4.7638576082809745e-05,1.0578990550340478e-05,0.49470204433123693,0.0890403091453084,37.447550429386794,7.385293265826931e-09,0.1305519944433262,7.794558487792879e-11,9.201953378146342e-10,5.873979966540722e-09,JPM
SHAR,6.063586871126259e-05,8.967291381365366e-06,0.36327069759163083,0.07240939975608947,79.5683862286586,0.0,0.055215224185011014,1.8174946946077694e-10,1.1460316791053612e-09,6.382954254149665e-09,JPM
HARQ,5.8762534789119216e-05,7.874682657838654e-06,0.41762118005885385,0.06612992768548656,78.12230866212087,0.0,0.13410656836876322,7.941757377955097e-12,1.7619152183387395e-09,5.8499653090866104e-09,JPM
HAR-X,5.7670036021193774e-05,5.171770764005493e-06,0.44625263232874796,0.051263851984125426,140.37601066121658,0.0,0.15658859108223522,2.3042222518064245e-12,1.6289611609310564e-09,5.6980770418385924e-09,JPM
RR,5.65217573270752e-05,5.30298561823081e-06,0.46027421497636944,0.052055597903517895,127.7225664612208,0.0,0.1564030389424027,4.461868437698034e-12,1.4529379721769349e-09,5.6993306297991805e-09,JPM
LA,1.0659719273587808e-05,1.0780109579674919e-05,0.7532816694631081,0.08775544722722323,33.930010266445166,4.287379085088361e-08,0.15097404971706185,3.825297124023986e-10,1.0941558501497025e-10,5.736008813824459e-09,JPM
EN,9.708786474169573e-06,1.0926432016634985e-05,0.758082721876931,0.08863044545654206,35.03015550272999,2.4734229331357938e-08,0.15067738417275656,4.014843221597114e-10,1.0366627553162424e-10,5.738013082570693e-09,JPM
P-LA,3.6208655820471933e-05,1.0640299291184983e-05,0.5896166883406189,0.08996427528659069,27.13068917275097,1.2842385460620775e-06,0.1288325859409999,1.0454631498746075e-10,4.2165224667821526e-10,5.885596269105585e-09,JPM
A-LA,0.00010292173068024382,,1.947589050197744e-08,,161.16929416483836,0.0,0.0,7.449135845459209e-09,3.141582119465254e-39,6.755987625481804e-09,JPM
BG,4.4416724537637016e-05,6.969922114898236e-06,0.5033811247641322,0.059165143805956014,73.00090782528021,1.1102230246251565e-16,0.17475376591392422,1.769524899083073e-10,1.1491268683393893e-09,5.575353345460988e-09,JPM
RF,3.4796577535066934e-05,6.8307539476848115e-06,0.593296988303302,0.06074768568054097,46.60498257674833,7.583267347399669e-11,0.18499219930084054,1.4168091741883101e-10,5.872901951457523e-10,5.506182616194663e-09,JPM
GB,3.768715327489352e-05,1.3128569562546719e-05,0.5945069245332237,0.11259666650928446,17.253147384723782,0.00017927785512661387,0.15057190828049605,4.633727999485204e-11,4.732447987740299e-10,5.738725676393589e-09,JPM
NN1_ensemble,4.376510387642815e-05,7.484929175802152e-06,0.5523439825233222,0.06574424662823539,46.469436404078984,8.11503086950438e-11,0.16242051528141488,1.74668304990124e-11,7.207743596010237e-10,5.658676634116187e-09,JPM
NN1_top1,4.599239070366702e-05,6.987515869571955e-06,0.5305441738366022,0.063218124742213,55.26475113325149,9.986456106503283e-13,0.1582025058664316,1.9201470780305607e-11,8.368518311303773e-10,5.68717345352798e-09,JPM
NN2_ensemble,3.4235391101746e-05,7.010109255176614e-06,0.6532632589498106,0.06329510191091832,30.1594609386643,2.824595537465058e-07,0.16234474704794633,4.935955467854657e-12,3.089942130691238e-10,5.659188523363905e-09,JPM
NN2_top1,5.4801024687291815e-05,6.6935214484340386e-06,0.4742619146874878,0.061663329134910724,77.6739268894145,0.0,0.12999873660260663,2.1237677629189883e-12,1.0792706198253876e-09,5.877717769666325e-09,JPM
NN3_ensemble,3.5553761291476775e-05,9.745723561875101e-06,0.6070681740658179,0.0831148702806084,25.627927577880154,2.722489635953451e-06,0.15260668138009814,6.481748305563235e-11,4.31938460218924e-10,5.724978774512017e-09,JPM
NN3_top1,4.795264582667065e-05,7.091767802014016e-06,0.4844155185536221,0.06429959711620345,64.32435841623563,1.0769163338864018e-14,0.15646088028272187,1.1137305257115904e-10,1.1974522207135556e-09,5.698939854419745e-09,JPM
NN4_ensemble,3.473554395957558e-05,8.547289046990752e-06,0.6208319067785157,0.07586872784475644,25.72370207399153,2.595189453225011e-06,0.14665539907402103,4.7729076665790304e-11,3.6957485318714266e-10,5.7651855641276214e-09,JPM
NN4_top1,6.472999391659646e-05,1.219034086795116e-05,0.3240600825223442,0.09452585644290368,63.24750513230605,1.84297022087776e-14,0.08555787956921868,2.2296919172012818e-10,2.5148609092321343e-09,6.177959649849699e-09,JPM
