model,alpha,alpha_se,beta,beta_se,"Wald(α=0,β=1)",p-value,R²,bias_comp,regr_comp,disturb_comp,ticker
HAR,9.84561394876221e-05,3.445827122029928e-05,0.7821086039163427,0.2107466728883376,21.613315689806207,2.0264137802983306e-05,0.17414432725850737,3.537565999030723e-09,7.754750872775824e-10,4.7382354619894955e-08,AAPL
LogHAR,-9.883890022908688e-06,5.140189482774251e-05,1.4934266123069353,0.33554403522157494,21.200599765334697,2.4908538972301386e-05,0.19735694542358595,5.203927875306414e-09,1.2360677144042258e-09,4.605056198123344e-08,AAPL
LevHAR,8.030631571231714e-05,3.793017737399602e-05,0.9031204634937829,0.23908072520184132,20.93229472183488,2.8484588796784394e-05,0.17265537243424622,4.013315059816464e-09,1.1398962319172225e-10,4.746778139339153e-08,AAPL
SHAR,9.903205584600281e-05,3.485070261884179e-05,0.7785638627522213,0.21299872526475996,21.501289277736735,2.143158822776048e-05,0.1716141329600228,3.5286787213829512e-09,7.964784743026489e-10,4.7527521102931943e-08,AAPL
HARQ,3.679371970009515e-05,3.911382065094819e-05,1.211528190338449,0.25617414466625876,20.068707319326254,4.386676177314808e-05,0.13061634036360503,5.182244243319306e-09,2.284438411470642e-10,4.987971412109922e-08,AAPL
HAR-X,0.00018471891788508034,2.095782391443583e-05,0.3006885589509819,0.121560220306524,77.79257473701344,0.0,0.08062039502708562,3.593690716211929e-09,2.5018707167996068e-08,5.274816400850873e-08,AAPL
RR,0.0001784922231135345,2.2222176033369246e-05,0.33870121099330475,0.13394262144587815,66.2444683298139,4.107825191113079e-15,0.08622868570763731,3.79303425684198e-09,1.885932762353564e-08,5.242639589985698e-08,AAPL
LA,-0.00025205764904545955,0.00013396451636560002,3.772088815766768,1.071083462644797,45.21166497274291,1.5219892013362823e-10,0.1632598025659554,1.1740503856298913e-08,5.058738277425321e-09,4.80068395339956e-08,AAPL
EN,-0.00016374777950236498,0.00010922244259760792,3.023324081004098,0.8595440267196595,42.72249388245207,5.28358023998976e-10,0.16258831215512093,1.1101452271035822e-08,4.177950588615161e-09,4.804536539005031e-08,AAPL
P-LA,0.00010347024786545992,3.566161808234334e-05,0.7577194187635301,0.2162752530622176,21.474484885249638,2.17207519653817e-05,0.16051521727635587,3.6405234124093532e-09,9.415623243282953e-10,4.816430641079824e-08,AAPL
