decile,A-LA,BG,EN,GB,HAR,HAR-X,HARQ,LA,LevHAR,LogHAR,NN1_ensemble,NN1_top1,NN2_ensemble,NN2_top1,NN3_ensemble,NN3_top1,NN4_ensemble,NN4_top1,P-LA,RF,RR,SHAR
D1,6.214347205299983,0.8184545060834433,0.5505671711378876,0.7533628825250932,1.0,0.5593550054757327,0.867897357092303,0.6613700517737892,0.7836889499898495,0.6530852464638011,0.6625920079712172,0.6512846830138677,0.6985726360412734,0.7139781794841205,0.7984421230598464,1.3788754127228913,0.8612092695017047,0.9888583729577346,0.5486151948752963,0.8329527606823738,0.5674856458388652,1.000248737298089
D10,1.1164192169224036,1.1693959130779323,0.9778774786874478,1.0904590504332237,1.0,0.9719000429104698,0.9847822213071489,0.992486576678282,0.9906049585231259,0.9958768436540291,0.9451325329046277,1.2532793534841713,0.9069282519887996,1.0229039127208865,0.9796271024010335,1.0635410865249944,0.9569710070130684,1.0182353947653577,0.9860765719466402,1.121798543542162,0.9674228192885268,1.0022691360147116
D2,4.967185766534248,1.0281024817651054,0.6631689987907101,0.6418946173584508,1.0,0.7793155090927901,0.9598322742984219,0.7239801927197581,0.8182681118944576,0.7932039414112797,0.6207514066411194,0.5532205653636242,0.7554462401892493,0.735965174700972,0.8464573005018063,1.6468551096725301,0.7134724754106228,0.8440659920903304,0.6677249743107491,0.8916305972077551,0.6925730667733584,0.7966332276700274
D3,6.399710709032411,0.8903536608231586,0.6914452775262084,0.6597815580534822,1.0,0.9441830268705944,0.9047737199861431,0.7732170846011349,0.8851045765100765,0.7334867596749245,0.7228624062573078,0.7816784290962688,0.7852221251758681,2.40100210456904,0.8439274524302609,1.8987919334547945,1.3029607278562685,2.4296953955174296,0.6687315448793191,0.9214370273343757,0.8491184520422949,0.9455089468380997
D4,5.757354561761847,1.0039032790227773,0.9681003686772047,0.8114507200460599,1.0,1.298353470086087,0.9472426194328616,0.8966083777181121,0.7717764911580673,0.8654755089673414,0.8992462263081206,0.9374434140366422,1.0218116227522809,1.6218837340864807,1.0425177066146496,2.301050864952883,0.8335802562147288,1.1578851780099604,0.7710173591002619,1.0221663215071286,1.192385579777312,0.9975802766812227
D5,6.969291959705557,1.1626736885150464,1.243969425987461,0.817247580696707,1.0,1.6441357652743211,0.9925153139868306,1.008719710790058,0.987276012653343,0.816835929706267,1.070830620368269,1.379543018271152,0.9997275292324929,1.6012225701035236,0.9308818681247452,2.5773329901783057,0.9110858293661482,1.6922292707738178,0.8239889226151653,1.1261476197525628,1.5493685002772815,0.9949617151957548
D6,4.720235107349741,1.9178143986414662,0.7880642216374751,1.0987004600751513,1.0,1.01950943402777,1.052354317904272,0.7074068939208438,1.6509207173593867,1.0187232014574532,0.6168861010327511,0.711542010768108,0.8052973720785206,0.6766236710337366,0.6754967350628509,1.3234293179016683,0.5400655493986491,0.6559623900322722,0.7006551609483619,1.2692210694300043,0.9464314237508336,1.1871030421831223
D7,5.305199439885379,1.148654857926207,1.2824225984529194,0.6106560207106967,1.0,1.6724729501231679,1.0008733875048228,0.9862625773909778,1.3789246216000641,1.05715539635661,0.8014714572734765,1.021252077585374,0.6100276281137752,1.3518403610368017,0.5676390250866735,1.875747322979093,0.5729476257588447,0.7933779622677357,0.9871352269479414,0.9543685319520924,1.5492297130689314,1.071527421152428
D8,0.5719354445092214,1.3598615148449373,0.8501441979906456,0.6819660216806592,1.0,1.0556611728005043,1.0520308625943984,0.726563111324184,1.424888529538941,0.7061958749706283,0.7924726809120206,1.8742350569892774,0.5869810221212439,0.8801241789042635,0.5504808669363466,0.5435527798025075,0.585166218441228,0.8857470180890584,0.812051039678951,0.7966432083984567,0.9504748770937512,1.0757421188807574
D9,0.26144367806040436,1.296611819645186,1.6519849759299163,1.2508888016506927,1.0,2.094675012723704,1.1205657400179063,1.2327357358179272,1.4607865931570756,1.1318696492993467,1.8430062572078791,4.0946437406777,1.7650669661226075,2.1128226633197964,1.4963620781210452,1.1595285892875324,1.355338390885596,1.4734396606110836,1.4084876515285312,1.0622382539281414,1.9755730092846917,1.1293937410922452
