ticker,COMB_AVG,COMB_BG,COMB_MSE
AAPL,0.13482942829174646,0.14615868320262732,0.13822319318256207
AMZN,0.1229147856300085,0.11666015927614941,0.11498959694376878
JPM,0.1386871964535102,0.14683491290611703,0.14095916775169434
