,HAR,LogHAR,LevHAR,SHAR,HARQ,HAR-X,RR,LA,EN,P-LA,A-LA,BG,RF,GB
AAPL,7.136615797139628e-09,6.149889267976492e-09,7.046169872543552e-09,7.18496000114361e-09,7.391081470649996e-09,8.284789201504898e-09,7.746447218802334e-09,6.605228339324764e-09,6.605316021304636e-09,6.732808298990924e-09,1.2220194973007724e-08,1.0074826131104163e-08,8.188929837748643e-09,6.8155692711563515e-09
AMZN,1.25711785439789e-08,1.2210621586092013e-08,1.270512225660235e-08,1.2958812749145414e-08,1.2862638189287142e-08,1.5604192980907554e-08,1.48460113008189e-08,1.3092846538740039e-08,1.5232220744260657e-08,1.60107311899958e-08,1.78636151553497e-08,1.7370617131178084e-08,1.459503706008701e-08,1.4238738387997064e-08
JPM,5.9614347928399346e-09,4.744067194353204e-09,6.175710886567764e-09,6.238059765507498e-09,9.002629901507713e-09,7.475292441518681e-09,7.077738865571466e-09,5.813035691474817e-09,5.7524978562877744e-09,5.821309195052885e-09,1.1181829691263362e-08,6.22777821116761e-09,4.942362951370283e-09,4.235307977620145e-09
