,HAR,LogHAR,LevHAR,SHAR,HARQ,HAR-X,RR,LA,EN,P-LA,A-LA,BG,RF,GB,NN1_ensemble,NN1_top1,NN2_ensemble,NN2_top1,NN3_ensemble,NN3_top1,NN4_ensemble,NN4_top1
AAPL,7.138985597275442e-09,6.020348571524478e-09,6.996396392287424e-09,7.1867234434932216e-09,7.265368017375636e-09,8.057786812224113e-09,7.629285468444944e-09,6.677671175256828e-09,6.676598428851045e-09,6.776507992692559e-09,1.303529876572057e-08,1.0290991183061808e-08,8.306908105882583e-09,6.994105802999234e-09,6.432820973269918e-09,6.513602435753619e-09,6.379081344189232e-09,8.05483892468839e-09,6.344176207098402e-09,7.480186320638305e-09,6.293570523223275e-09,9.890752089422474e-09
AMZN,9.387073457980405e-09,9.51917244632774e-09,9.193433594309541e-09,9.389464975764314e-09,9.781659465414972e-09,1.0641321380608017e-08,1.1047412663737666e-08,9.368929297425419e-09,1.0771181554918252e-08,1.1137362455188877e-08,1.2955851490510011e-08,1.3286415349079573e-08,1.127040914960171e-08,1.0875562005990047e-08,1.0088958238570987e-08,1.1948858387686402e-08,9.84482399169277e-09,1.3226924948261592e-08,1.0978505381119657e-08,1.3233061813832594e-08,1.138756689845739e-08,1.4783244050612296e-08
JPM,4.2108888145540424e-09,2.93002857140141e-09,4.545931971821082e-09,4.210789496156067e-09,6.334536050877323e-09,5.207158446299022e-09,4.9450754526868355e-09,4.414408345382966e-09,4.777111868469515e-09,4.071764907211625e-09,9.952901775493223e-09,5.2199213502521945e-09,3.646205586598522e-09,2.555455928261387e-09,3.2073376572284136e-09,3.1948897243748548e-09,2.850143979177161e-09,2.9370702996210518e-09,2.9647442696328733e-09,3.863625460135015e-09,3.359097063860202e-09,3.141180876854457e-09
