ticker,feature_set,horizon,decile,model,ratio_vs_HAR
AAPL,M_ALL,5,D1,HAR,1.0
AAPL,M_ALL,5,D1,LogHAR,0.6771175505202878
AAPL,M_ALL,5,D1,LevHAR,0.8227477941747089
AAPL,M_ALL,5,D1,SHAR,1.002317093325426
AAPL,M_ALL,5,D1,HARQ,0.8521803185490056
AAPL,M_ALL,5,D1,HAR-X,0.4245501077915231
AAPL,M_ALL,5,D1,RR,0.42225422422152337
AAPL,M_ALL,5,D1,LA,0.7909614447140785
AAPL,M_ALL,5,D1,EN,0.7821473951116871
AAPL,M_ALL,5,D1,P-LA,0.4625392695518682
AAPL,M_ALL,5,D1,A-LA,5.300423063081088
AAPL,M_ALL,5,D1,BG,0.5218863291893938
AAPL,M_ALL,5,D1,RF,0.46707406879791347
AAPL,M_ALL,5,D1,GB,1.0001069143923982
AAPL,M_ALL,5,D1,NN1_ensemble,0.5268775856959956
AAPL,M_ALL,5,D1,NN1_top1,0.5068521410036627
AAPL,M_ALL,5,D1,NN2_ensemble,0.5250856439900798
AAPL,M_ALL,5,D1,NN2_top1,1.103988043296515
AAPL,M_ALL,5,D1,NN3_ensemble,0.38510353027087124
AAPL,M_ALL,5,D1,NN3_top1,0.4705766081641308
AAPL,M_ALL,5,D1,NN4_ensemble,0.5702622118428632
AAPL,M_ALL,5,D1,NN4_top1,2.51446972574234
AAPL,M_ALL,5,D2,HAR,1.0
AAPL,M_ALL,5,D2,LogHAR,0.6993530353300684
AAPL,M_ALL,5,D2,LevHAR,0.8202183996299817
AAPL,M_ALL,5,D2,SHAR,1.0043695536988058
AAPL,M_ALL,5,D2,HARQ,0.8999805170759674
AAPL,M_ALL,5,D2,HAR-X,1.0317267352388608
AAPL,M_ALL,5,D2,RR,0.9398829838631726
AAPL,M_ALL,5,D2,LA,0.9812878568720669
AAPL,M_ALL,5,D2,EN,0.9756031337760802
AAPL,M_ALL,5,D2,P-LA,0.7674368092658768
AAPL,M_ALL,5,D2,A-LA,4.043609545851456
AAPL,M_ALL,5,D2,BG,1.0567514817839296
AAPL,M_ALL,5,D2,RF,1.0429004624708675
AAPL,M_ALL,5,D2,GB,0.9429384438843763
AAPL,M_ALL,5,D2,NN1_ensemble,0.8324819278084067
AAPL,M_ALL,5,D2,NN1_top1,0.8059833154974053
AAPL,M_ALL,5,D2,NN2_ensemble,0.8294634806923614
