feature_set,horizon,loss,model,regime,pooled_ratio_vs_HAR
M_ALL,22,mse,NN2_ensemble,low_vol,0.8436226249758043
M_ALL,22,mse,NN2_top1,high_vol,1.2460187377923766
M_ALL,22,mse,NN2_top1,low_vol,1.123940180647609
M_ALL,22,mse,NN3_ensemble,high_vol,1.0450503603003745
M_ALL,22,mse,NN3_ensemble,low_vol,0.7845382296762283
M_ALL,22,mse,NN3_top1,high_vol,1.278492588580986
M_ALL,22,mse,NN3_top1,low_vol,0.9904799729510151
M_ALL,22,mse,NN4_ensemble,high_vol,1.060832372064595
M_ALL,22,mse,NN4_ensemble,low_vol,1.0719296105061
M_ALL,22,mse,NN4_top1,high_vol,1.4143538262164794
M_ALL,22,mse,NN4_top1,low_vol,1.4645314134515937
M_ALL,22,mse,P-LA,high_vol,1.1694714320396455
M_ALL,22,mse,P-LA,low_vol,0.7247151458490327
M_ALL,22,mse,RF,high_vol,2.111941764476805
M_ALL,22,mse,RF,low_vol,5.220076374277482
M_ALL,22,mse,RR,high_vol,1.7612607769525022
M_ALL,22,mse,RR,low_vol,0.8738367485817041
M_ALL,22,mse,SHAR,high_vol,0.9791765829585887
M_ALL,22,mse,SHAR,low_vol,1.0046406402212598
M_ALL,22,qlike,A-LA,high_vol,0.7820002716292489
M_ALL,22,qlike,A-LA,low_vol,1.8336884634193664
M_ALL,22,qlike,BG,high_vol,1.810156990981023
M_ALL,22,qlike,BG,low_vol,1.7124010557888731
M_ALL,22,qlike,EN,high_vol,1.286522565223635
M_ALL,22,qlike,EN,low_vol,1.3134493688254116
M_ALL,22,qlike,GB,high_vol,1.1966074716312154
M_ALL,22,qlike,GB,low_vol,1.3188490129860717
M_ALL,22,qlike,HAR,high_vol,1.0
M_ALL,22,qlike,HAR,low_vol,1.0
M_ALL,22,qlike,HAR-X,high_vol,1.919979411222256
M_ALL,22,qlike,HAR-X,low_vol,1.197399705791854
M_ALL,22,qlike,HARQ,high_vol,1.2640486262209172
M_ALL,22,qlike,HARQ,low_vol,0.880906415171541
M_ALL,22,qlike,LA,high_vol,0.9845036103792476
M_ALL,22,qlike,LA,low_vol,1.2051660933480692
M_ALL,22,qlike,LevHAR,high_vol,1.098980474402078
M_ALL,22,qlike,LevHAR,low_vol,0.7904128874280664
M_ALL,22,qlike,LogHAR,high_vol,1.0229227705896895
M_ALL,22,qlike,LogHAR,low_vol,0.7143142515111123
M_ALL,22,qlike,NN1_ensemble,high_vol,1.3331954917005653
M_ALL,22,qlike,NN1_ensemble,low_vol,1.1648821467488555
M_ALL,22,qlike,NN1_top1,high_vol,1.3211208801586267
M_ALL,22,qlike,NN1_top1,low_vol,1.2339020827806404
M_ALL,22,qlike,NN2_ensemble,high_vol,1.245116142450551
M_ALL,22,qlike,NN2_ensemble,low_vol,0.8719353991265034
M_ALL,22,qlike,NN2_top1,high_vol,1.2886889555669638
M_ALL,22,qlike,NN2_top1,low_vol,1.1899414979527814
M_ALL,22,qlike,NN3_ensemble,high_vol,1.0877565506865625
M_ALL,22,qlike,NN3_ensemble,low_vol,0.8251298524956733
M_ALL,22,qlike,NN3_top1,high_vol,1.3742261129757318
M_ALL,22,qlike,NN3_top1,low_vol,1.1829785911773198
M_ALL,22,qlike,NN4_ensemble,high_vol,1.0982708861118322
M_ALL,22,qlike,NN4_ensemble,low_vol,1.00609297846228
M_ALL,22,qlike,NN4_top1,high_vol,1.682432647776998
M_ALL,22,qlike,NN4_top1,low_vol,1.190074102288551
M_ALL,22,qlike,P-LA,high_vol,1.4520188834471905
M_ALL,22,qlike,P-LA,low_vol,1.04233100266213
M_ALL,22,qlike,RF,high_vol,1.4590462265978932
M_ALL,22,qlike,RF,low_vol,1.4224020288793922
M_ALL,22,qlike,RR,high_vol,1.9563879893464435
M_ALL,22,qlike,RR,low_vol,1.2051171633278448
M_ALL,22,qlike,SHAR,high_vol,0.9882405458449428
M_ALL,22,qlike,SHAR,low_vol,1.0024494932238104
