,HAR,LogHAR,LevHAR,SHAR,HARQ,HAR-X,RR,LA,EN,P-LA,A-LA,BG,RF,GB,NN1_ensemble,NN1_top1,NN2_ensemble,NN2_top1,NN3_ensemble,NN3_top1,NN4_ensemble,NN4_top1
mean,1.0,0.9622181954618191,1.058516530682107,1.173369086972967,1.1002441505829925,2.933496016650757,2.8785532914204026,1.281527400526559,2.3224622437938147,1.9702115222042773,2.053547547009481,1.026304834000883,0.9912214672117879,1.3674090535006902,1.1981950724181132,1.282318826935396,1.171104664382121,2.1277445580117824,1.0559561076722705,1.8565262336384556,1.0535823948969423,1.4775959188078505
median,1.0,0.9523124564851568,1.0596374735797909,1.0012441676552464,1.0037007959749873,2.543886813257664,2.375060075736218,1.0048885207839775,1.5449430102318915,0.975963121509705,2.2029318329325216,1.0223571267462097,0.9990227427402188,0.946471190027028,1.1833832546310952,1.2608627885205308,1.1125485566489866,2.512884592075732,1.081959218663009,1.6582358368462813,0.9851042915540476,1.1615665563881674
