ticker,har_x_overfit_pct,regularisation_gain_pct,tree_marginal_pct,deep_nn_marginal_pct,total_ml_gain_pct,regularisation_share
AAPL,12.870192864646302,6.476930960623662,-22.836713351176062,28.202012109783325,11.842229719230923,0.5469350885927837
AMZN,13.361437174664005,-14.744830783881312,-5.318245318076653,15.186683733650575,-4.876392368307392,
JPM,23.659366837271634,-13.446639862787224,26.856712007266857,18.904835593614898,32.31490773809453,-0.4161125871616093
