ticker,AAPL,AAPL,AMZN,AMZN,JPM,JPM
regime,high_vol,low_vol,high_vol,low_vol,high_vol,low_vol
model,,,,,,
A-LA,5.9209021348976e-09,9.946797789304334e-09,3.7282608679997305e-09,1.067210319347933e-08,3.998116326327669e-09,8.987317860448877e-09
BG,1.8333483007014807e-08,1.4798919599639048e-08,2.404811480678829e-08,9.499003496886313e-09,1.0913369543390178e-07,1.3799290102902006e-08
EN,7.942958901644143e-09,4.0232118105410136e-09,5.602259975569019e-09,3.5923713895101667e-09,6.394284114404017e-09,5.701722458240725e-09
GB,8.107179949767575e-09,3.7216990591175997e-09,1.390498060273149e-08,5.962684935658177e-09,5.149318080804568e-09,6.838238478384561e-09
HAR,8.134038353536793e-09,4.2539614284738295e-09,5.762151973917618e-09,4.418366095048177e-09,1.0365868232044728e-08,3.902048269751432e-09
HARQ,9.62295297060805e-09,3.8407558430271175e-09,7.460154504776928e-09,4.4214192769305564e-09,2.9600987697594925e-08,3.1990027047456095e-09
LA,7.568222712756321e-09,4.380239722342778e-09,5.296507634913798e-09,3.862523273394134e-09,6.333636669335606e-09,5.756976262729243e-09
LevHAR,6.994606811486312e-09,3.4860234419558346e-09,6.068211050763435e-09,3.5301371518464804e-09,1.7075393973216265e-08,3.3740233458067776e-09
LogHAR,6.357529369282823e-09,2.448642025358847e-09,8.226312014400198e-09,4.1193926740688546e-09,7.960722071853853e-09,2.216881243067209e-09
NN1_ensemble,8.896383291230781e-09,2.966652092573696e-09,8.039175290343874e-09,3.6878043942314196e-09,8.370030973224503e-09,3.735794508475728e-09
NN1_top1,8.633621953561495e-09,3.0467299494402343e-09,9.77235424956945e-09,4.180763948865843e-09,1.193541528535531e-08,3.6361890352483225e-09
NN2_ensemble,9.023177528260658e-09,3.055629650744376e-09,9.182026060115183e-09,4.1419039009609456e-09,7.675141107085247e-09,6.97895582839483e-09
NN2_top1,1.2610329267882143e-08,5.282397758359032e-09,8.960301284419344e-09,4.47262255678453e-09,7.892828257259574e-09,3.1950393538168508e-09
NN3_ensemble,9.079902974067821e-09,3.910854803052413e-09,9.369829196557005e-09,4.482308954831102e-09,5.803977201607533e-09,5.171939922943995e-09
NN3_top1,2.4142993861913888e-08,3.700897791776384e-08,9.851273382076756e-09,5.006368507278738e-09,7.0830881429554425e-09,2.4634080185074057e-09
NN4_ensemble,9.372807384526747e-09,2.8903489911713683e-09,1.0360466154346975e-08,4.983866282889857e-09,5.077534745560141e-09,5.5910823482256074e-09
NN4_top1,8.955636784447336e-09,3.089232175373506e-09,1.27038981037448e-08,5.0675266894795315e-09,5.538842995129116e-09,3.507281888437592e-09
P-LA,7.60240660483018e-09,4.178043876635462e-09,5.638265978117613e-09,3.564935595177665e-09,9.967980550844285e-09,3.726915995745771e-09
RF,1.5845559020027446e-08,9.285896101913988e-09,2.0795271991117287e-08,8.906984345657056e-09,5.5953867269351177e-08,6.685358011922714e-09
RR,8.007812146476277e-09,3.9951696882227214e-09,5.638265974453458e-09,3.5649356021295357e-09,9.486623419351473e-09,3.82422222978901e-09
SHAR,8.24268626443566e-09,4.2679384096297025e-09,5.748263644133838e-09,4.389429411185118e-09,9.603847661893075e-09,3.969822543001575e-09
