decile,A-LA,BG,EN,GB,HAR,HAR-X,HARQ,LA,LevHAR,LogHAR,NN1_ensemble,NN1_top1,NN2_ensemble,NN2_top1,NN3_ensemble,NN3_top1,NN4_ensemble,NN4_top1,P-LA,RF,RR,SHAR
D1,2.267242540768942,0.6079348090849214,0.555227543882827,0.980989214783029,1.0,0.7711416052812912,0.9831059447582045,0.6329715661923588,0.7242820360692811,0.8719473408728499,0.6678287962719771,0.7595692061726006,0.4360910567813439,0.873742674914111,0.450308231212972,0.9170386019420751,0.5832562291990033,0.5530756803408078,0.5628392239818801,0.6965286038877619,0.5377129436755645,1.0003629886557812
D10,0.9240061116026141,3.019275801050654,1.7308931441704007,2.0251161622026808,1.0,1.4862061628868044,1.0452269781002383,1.5419727240159924,1.0854793243325622,1.0309001888283393,1.6027314676717255,1.4787000278080362,1.6663580035062144,1.4415322495096352,1.6838972589321182,1.3600782484495995,1.7040969826811272,2.4113228961746866,1.755776512131525,1.7790599789622787,1.7540709900051683,0.9874253022232535
D2,2.2693865558183646,1.6882375087248815,0.6049742553410095,1.0884150917451205,1.0,0.7919895992117651,1.1861888160575262,0.6115022981297182,0.6513281766642035,0.8730840452163054,0.9900856750299893,1.0893347731806418,0.7744215536490499,1.1671619970031406,0.6188859984274223,1.3112665243161625,0.8043630308764044,0.39971910517156295,0.6136155031207331,1.1319407172309581,0.604940032926093,0.9989249595232614
D3,2.1213626572332966,15.67657100114718,0.6713936893918252,8.992910710071873,1.0,0.8303272024695472,0.9643729102407715,0.6572612433054604,0.877462197107251,1.064275069372955,1.0921083726468055,1.2530937724961,0.7621278791628708,1.244021968351856,0.7266408750885066,1.2712766048902233,0.8940066299187763,0.3899850364201317,0.7142934402263417,9.65414828575122,0.6683151915735592,0.9734982089339647
D4,2.7553851042617525,26.295450744736492,1.0235129486528176,11.95076059404714,1.0,1.1892099767271165,1.4730874249362034,0.6971534486304346,1.1550315166726284,1.2130294166821092,1.3025739559825917,1.4782299616582013,1.3273118443719716,1.9667251604760538,1.2690744069240298,2.476080255889449,1.4630244557634193,1.24104089907583,1.0286524233383363,16.448103589640738,1.1122260537814692,0.9960115024025996
D5,1.189291847353505,3.4311269254639027,1.0653784833093303,1.90784537617066,1.0,1.2832472547666478,1.2828807477004245,0.6561031923554304,1.238158563860922,1.2925925288163986,0.9460248828615954,1.0329767508303929,0.6592402575212298,1.1712523418258487,0.672512248378017,0.948632597257468,0.7425134695412711,0.824057111151504,1.107511776995185,1.4359109931755019,1.1248686061349142,1.0126776901061942
D6,1.0017815832509065,7.223682732255182,1.3851811476510298,3.6895770774289187,1.0,1.4929674213166138,1.1141831606055526,0.9043790937073249,1.2091754594250805,1.6086881553988124,1.720906333747968,1.8586131769774703,1.4692040420256522,1.8095701254312164,1.693538599091847,2.718796565487047,1.405805980016721,0.8669300739647922,1.4110673413116706,4.040062105647988,1.4777142217104415,1.0138628481541958
D7,0.3176798878835824,4.999614866466106,1.0865956360293014,3.5106459663209444,1.0,1.0639281482345562,1.222911374515299,0.8753170718354604,0.9160908459496209,1.6386547549859976,1.249018085018368,1.517243300304047,1.0933970782462101,1.1663034698801535,1.3755863622966495,1.2455635204269122,1.3317970891718451,1.499925063622326,1.1348990879400016,3.2082544565440325,1.111155512691927,0.9432852452060703
D8,0.14666349693343966,6.615018683176372,0.9476796949054002,5.957244885898662,1.0,0.9397605077145823,1.57450237415651,0.6305842699242328,1.0823302686444873,2.2430157298150957,2.1507345415854964,2.8746531815222807,1.8247827873513849,1.5442101757821487,2.226955201838153,1.9509606643380755,2.9454505279471275,4.753387357744471,0.9925985346319901,3.5466869770603036,0.9861351176961922,1.1379857802702171
D9,0.2620380888905914,21.799904691613694,1.827700842510769,14.282286444495167,1.0,1.966955674828731,1.554791061633195,1.0979691224760004,0.8687459943139619,1.6342166413874684,1.7567973584419048,2.093639956295491,2.0757934726344462,1.8239760163493934,3.56635012815895,1.9145852650803012,4.178557016118149,8.5048078141319,1.9454585621195621,8.673950457277611,1.964875294957998,1.00603189938646
