ticker,AAPL,AAPL,AMZN,AMZN,JPM,JPM
regime,high_vol,low_vol,high_vol,low_vol,high_vol,low_vol
model,,,,,,
A-LA,3.391654793177861e-08,1.4919908974378486e-08,3.0642221952727503e-08,1.7715036844362476e-08,2.1798151865172435e-08,1.3012501210066957e-08
BG,3.666797189148805e-08,3.249288378859287e-09,3.012992327399275e-08,7.1114206217300885e-09,3.034555837826391e-08,3.2191092993282837e-09
EN,2.9584092456492388e-08,2.7679299007141046e-09,2.4464170769060713e-08,7.05674041740599e-09,2.689380811090879e-08,2.9996069634065157e-09
GB,3.247175786843963e-08,2.4671158463631275e-09,2.636043431866603e-08,5.679755522182626e-09,3.104169258340948e-08,2.3656295098880733e-09
HAR,3.069737719144467e-08,3.021355944761429e-09,2.734295893175885e-08,5.464571918338549e-09,2.983442092765456e-08,2.893401296107107e-09
HAR-X,3.022922725396879e-08,3.37291695937169e-09,2.3678584457474712e-08,7.1576622656437235e-09,3.1262872799293256e-08,3.5701491725180308e-09
HARQ,3.038356127478438e-08,2.931429003952707e-09,2.6961404981200037e-08,5.5686952954293306e-09,3.550160160273526e-08,3.240485219159545e-09
LA,2.960208645794e-08,2.6028139733297747e-09,2.3459900075230893e-08,5.343569887903748e-09,2.6940566602518153e-08,2.974664191146072e-09
LevHAR,3.099919523154304e-08,3.2620147865119014e-09,2.9583848937468008e-08,5.44005503001911e-09,3.171822184288234e-08,2.969591943633957e-09
LogHAR,2.962344643072463e-08,2.6354946718792086e-09,2.7400040491137827e-08,5.407836025934422e-09,2.7984305575316417e-08,2.6110278852383693e-09
NN1_ensemble,2.799843598302663e-08,2.8607204003245478e-09,2.3512493376738474e-08,4.971075257470169e-09,2.9250291731577027e-08,2.807382655520809e-09
NN1_top1,3.4092600352677564e-08,5.610185498663405e-09,2.3401454623511942e-08,5.705675144694251e-09,2.874688767308188e-08,3.055740747431874e-09
NN2_ensemble,2.6949618227006554e-08,2.824212582174066e-09,2.4095803685485695e-08,4.746599266544946e-09,2.8449195117936482e-08,2.4428449077068096e-09
NN2_top1,3.056215704503761e-08,4.176751283369691e-09,3.12477797804456e-08,6.553331988011165e-09,3.053333170212104e-08,3.2563551606787576e-09
NN3_ensemble,2.852856755698411e-08,2.921467062693176e-09,2.3421856218729086e-08,4.7960916112633245e-09,2.9475769944399128e-08,2.5692684518264848e-09
NN3_top1,3.133642066462052e-08,5.147326459104946e-09,3.064365949013645e-08,5.780663597806836e-09,2.9537710900071715e-08,3.4690301896363054e-09
NN4_ensemble,2.7972844216664333e-08,2.885520024599728e-09,2.5937850534982375e-08,4.953250947433781e-09,2.8842931404364678e-08,2.623257780307656e-09
NN4_top1,3.0048217145463805e-08,4.043909213995638e-09,2.7861732391179163e-08,4.529016913459695e-09,3.9731392664168175e-08,4.075642696346533e-09
P-LA,2.943625555249504e-08,2.504070037189518e-09,2.4075994610943538e-08,7.054862794912554e-09,2.9756619642699557e-08,2.7450684205207465e-09
RF,3.347133492638745e-08,3.0104732662550954e-09,2.6039717827923496e-08,5.503547790821061e-09,2.7678551972473052e-08,2.867080706186397e-09
RR,2.973854859681886e-08,3.1698013693917063e-09,2.4061093719322107e-08,6.842582316464096e-09,3.09916645513955e-08,3.413023546699412e-09
SHAR,3.1106378619964936e-08,2.9459274472823705e-09,2.7172907457839914e-08,5.3576712689734455e-09,3.2902213367273033e-08,3.753958759068072e-09
