,HAR,LogHAR,LevHAR,SHAR,HARQ,HAR-X,RR,LA,EN,P-LA,A-LA,BG,RF,GB,NN1_ensemble,NN2_ensemble,NN3_ensemble,NN4_ensemble
AAPL,1.0,1.0446825470257253,1.0049075005472345,0.996147013179125,1.3185347254439597,0.9844847486015016,0.9954420288026099,1.0306795888893605,1.0161376659204682,0.9794965867491604,2.020872083262424,1.3046244309927615,1.3245904788530842,1.5053295805324867,1.7047540488343589,1.8558756362619198,1.8771713941685155,1.7113497106182303
AMZN,1.0,1.006681899403626,0.9972091538539973,1.0095030001262366,1.1448130245142578,1.0086595272920025,0.9931500673861787,0.9902708944414436,0.9832659900632145,1.004329322087556,2.2393000388426274,1.4387317582419252,1.360254213832035,1.8307908295031952,1.3314761413081508,1.6636206333960726,1.6714069311300395,1.2233272051964306
JPM,1.0,1.2204662856122916,1.0743158638120933,1.1284847277518553,1.0019768402808618,1.2321487644567493,1.198036824319877,1.2492295688474915,1.2603732747716356,1.08759700308782,2.4892306012967076,1.5801751745281705,1.7036583625572306,1.4953272929845265,2.388256556021674,2.1744623372646155,2.119134205135507,2.2566956984077366
