,HAR,LogHAR,LevHAR,SHAR,HARQ,HAR-X,RR,LA,EN,P-LA,A-LA,BG,RF,GB
AAPL,2.0126777619288764e-08,1.940011976158965e-08,1.9043027454026874e-08,2.0212425541985267e-08,2.0697637513321863e-08,2.1656203180672433e-08,2.1656202869286783e-08,1.863592879577304e-08,2.1050253229215587e-08,1.9062915113568857e-08,3.057082105249229e-08,2.5587021697205355e-08,2.0652968312475066e-08,2.48542324938223e-08
AMZN,3.729809508839151e-08,3.5651480982779566e-08,3.4100973090697876e-08,3.573914948776201e-08,3.7040915025663235e-08,3.854283901573505e-08,3.854283859721213e-08,3.7081277943629007e-08,3.7112010673146194e-08,3.7486898484134086e-08,7.229732073615219e-08,3.649041544005794e-08,3.281460879744544e-08,3.642085619457244e-08
JPM,1.2463533516601838e-08,1.1528024478574165e-08,1.2641026984036904e-08,1.362188648059736e-08,1.555237463856302e-08,2.3655501582626835e-08,2.10591040767077e-08,1.633029276227205e-08,2.067564116419672e-08,1.7394533010516455e-08,1.9602917458246694e-08,1.3946676223185623e-08,1.2200593611450046e-08,1.115223273775587e-08
