,HAR,LogHAR,LevHAR,SHAR,HARQ,HAR-X,RR,LA,EN,P-LA,A-LA,BG,RF,GB,NN1_ensemble,NN1_top1,NN2_ensemble,NN2_top1,NN3_ensemble,NN3_top1,NN4_ensemble,NN4_top1
mean,1.0,0.7979134701998204,0.8600292216402138,1.0008396842113931,0.9626188611532237,1.3465427358005868,1.380564246023446,1.1509041566920784,1.3384030408131729,1.1528139338042869,1.5502940498597928,1.80879887262011,1.4708011912900096,1.3546320187277265,1.1950043798709653,1.2470967146844056,0.9972262499188794,1.2123398318307175,0.9403299450007546,1.222454791212521,1.096255707610397,1.439152828408071
median,1.0,0.6954561428163989,0.833182410624015,1.0016440461736982,0.9574956000754692,1.172789822461407,1.1582301254745215,1.0737642946000998,1.1094507652994872,0.9178519992785424,1.5415712829466095,1.549144932393727,1.3774612235435737,1.3223968799911698,1.0467639233464534,1.1271806452816455,0.981426436239664,1.1291306707886115,0.9395795263020698,1.1843714430135288,1.1206537546969713,1.2884232814890482
