,HAR,LogHAR,LevHAR,SHAR,HARQ,HAR-X,RR,LA,EN,P-LA,A-LA,BG,RF,GB
AAPL,5.1452623265327194e-08,5.669642066314375e-08,5.581572776784534e-08,5.209392151908317e-08,6.910057609233414e-08,5.316079926019164e-08,5.346519180309202e-08,6.398014608403175e-08,6.531930043855155e-08,6.207687518773181e-08,1.0657455714216914e-07,7.797111688569021e-08,7.70254945339742e-08,9.147453165909339e-08
AMZN,3.932710555472166e-08,3.946627183287123e-08,3.962963559673188e-08,3.97828872503687e-08,4.177805069134936e-08,3.4941083174492213e-08,3.494108309588285e-08,3.598450793136352e-08,3.5019102865871486e-08,3.666896506551991e-08,9.085545294032129e-08,5.190615911643747e-08,4.813412220054108e-08,4.6075634584827365e-08
JPM,1.0323827276327315e-07,1.337032126126997e-07,1.140270154112912e-07,1.0631990190846017e-07,1.2091681478949713e-07,1.202889521053261e-07,1.1882104951248242e-07,1.4453704529632492e-07,1.4317486491816378e-07,1.1495412445341508e-07,2.0732064589502797e-07,1.6452306110255592e-07,1.699487380411398e-07,1.979611122093899e-07
