ticker,AAPL,AAPL,AMZN,AMZN,JPM,JPM
regime,high_vol,low_vol,high_vol,low_vol,high_vol,low_vol
model,,,,,,
A-LA,0.16990200392353885,0.38287318863246683,0.12241573148942617,0.2552395499487088,0.14515220611818389,0.3696046993684704
BG,0.18156447321839864,0.1391007090044565,0.12234356644411482,0.1278032158229956,0.2485709392990316,0.13198645536747444
EN,0.3328533622462197,0.1910607723234904,0.24079642814374824,0.7279032384303298,0.23390850639054075,0.14326204845949556
GB,0.18975962195760754,0.1216819085440378,0.20719030268834385,0.3034556387139572,0.2571406050168218,0.11765142752111368
HAR,0.17175065590087218,0.13797150494938776,0.11024986344339954,0.11769974726711457,0.27360580940545415,0.13515309924272792
HAR-X,0.37967618005522086,0.3302153412264366,0.2187713862181469,0.6418311089580557,0.30144764925717726,0.4057892489219218
HARQ,0.17347899637109762,0.13211166496335083,0.11153815887263234,0.11738764179543512,0.3237617060678045,0.18504102233650896
LA,0.1863833419702537,0.13118271413326574,0.11741236005524557,0.29125514258012025,0.2350091166028744,0.14208618863003505
LevHAR,0.19465837816092965,0.13735383115963365,0.12607327813478622,0.11686373459769765,0.31519390188838636,0.14295659282778475
LogHAR,0.18130930926007774,0.1255822434467176,0.11164837616413088,0.11723927644996054,0.27974769820147305,0.12187984095486236
NN1_ensemble,0.3243901125199669,0.16268125723876714,0.12419563130977879,0.11149058705623459,0.26328091442091933,0.16944047238192755
NN1_top1,0.3696980612492897,0.17907464152372934,0.11328599791612515,0.12373714913747112,0.2784979808124882,0.18085161877003597
NN2_ensemble,0.31296997106322083,0.16655267795171225,0.1409569026127256,0.11540437865918896,0.28570856101386544,0.1360210627228346
NN2_top1,0.27890462104721314,0.16523691509788943,0.3954345817318241,0.19520919555309232,0.9668879643593832,0.3022384244450552
NN3_ensemble,0.18243871091285357,0.15348514353323078,0.1377311285007418,0.11167942158770562,0.26233635388352955,0.13478642228262216
NN3_top1,0.7013471121465562,0.2692229966245704,0.24345019406256832,0.1436765595874902,0.2522546914910599,0.19956224865761593
NN4_ensemble,0.17952045110864565,0.1325356382249636,0.17215905873278967,0.11243763127229378,0.28822702788835386,0.12425881722539152
NN4_top1,0.19257129749821306,0.15654793229601666,0.35788575024439706,0.14839386271652058,0.37628395297470024,0.14780514282610144
P-LA,0.18280049084579356,0.12156644238410516,0.24639834274381928,0.636198792437048,0.28386195889203897,0.12926054861631342
RF,0.17896820018605908,0.13541923169754008,0.11531240125722231,0.11780490771900382,0.25106627028261236,0.1304634955171387
RR,0.36697319079806195,0.3018322813808035,0.22478159737607473,0.6729867078459304,0.31181183250776834,0.37408862570990253
SHAR,0.17727777214575594,0.13640393391213787,0.10981153701417239,0.11545640810957598,0.5996581177215721,0.17856921535465192
