,HAR,LogHAR,LevHAR,SHAR,HARQ,HAR-X,RR,LA,EN,P-LA,A-LA,BG,RF,GB,NN1_ensemble,NN2_ensemble,NN3_ensemble,NN4_ensemble
AAPL,0.16875907356122438,0.16854848120485486,0.16994196424790142,0.1696118993618364,0.6410741825004468,0.23518738720938354,0.19810447195639003,0.1619126154609445,0.1601148935715337,0.1596214154227973,0.7187329089828506,0.1814708846659543,0.1838627229649449,0.21694667845597282,1.1722465497851569,1.7427941246907304,1.4164169391198336,1.3338575549775729
AMZN,0.1426660951463548,0.14217518365306583,0.16882448434768446,0.14746278197160717,0.3907454013190066,0.5162615204455252,0.3422995516295395,0.1459343173620933,0.14559867064595372,0.14620829974145247,0.5315680600699417,0.15858797392747892,0.16267095340124055,0.17966588312089202,1.284792673050025,3.561977753816057,3.9696565668428847,1.8349780337908852
JPM,0.15078253231275596,0.1540883513905651,0.1573905037395795,0.1575633933811183,0.1514338235543835,0.22958384172770666,0.18409685106155907,0.14696166082760562,0.14767493620184044,0.14239904310302343,0.8316865341588937,0.17408408750006618,0.17101600174061624,0.1521892950874024,2.3960996974244955,1.2506412793652957,0.47141664863170146,1.451783095477996
