,HAR,LogHAR,LevHAR,SHAR,HARQ,HAR-X,RR,LA,EN,P-LA,A-LA,BG,RF,GB,NN1_ensemble,NN1_top1,NN2_ensemble,NN2_top1,NN3_ensemble,NN3_top1,NN4_ensemble,NN4_top1
mean,1.0,0.8510667337964829,1.0129880774398392,1.0023060346451498,1.1880203246151484,1.1663033229219397,1.1399695285453848,0.993926598659788,1.072381798953483,1.034214632627071,1.8565740798975965,1.3655131772460625,1.076709287826769,0.9150474223304492,0.9125106243358513,0.9813418221370412,0.8730568521070596,1.0782801691404835,0.9207556317653566,1.1250123923699131,0.9641353638926912,1.235424561333774
median,1.0,0.8433058856179951,0.9800266854379932,1.0002547671321222,1.0420350399089622,1.13361437174664,1.1743543157908214,0.9980671121158042,1.1344663986278722,0.9669609164550806,1.8259315119917636,1.415394841486422,1.163597823905524,0.9797058290282163,0.9010833381881274,0.9123988761427818,0.8935557100190504,1.128289000577684,0.8886663407080727,1.047794006405207,0.8815777028076908,1.385456232492923
