ticker,COMB_AVG,COMB_BG,COMB_MSE
AAPL,0.11848869261158386,0.15652325263588152,0.1406045775598446
AMZN,0.059129836242873546,0.08807406800419973,0.07936228726128361
JPM,0.14527289234462223,0.15949889495129269,0.1494831065403937
