decile,A-LA,BG,EN,GB,HAR,HAR-X,HARQ,LA,LevHAR,LogHAR,NN1_ensemble,NN1_top1,NN2_ensemble,NN2_top1,NN3_ensemble,NN3_top1,NN4_ensemble,NN4_top1,P-LA,RF,RR,SHAR
D1,7.992656442436193,0.7269745386850984,1.3099188203189778,0.8623945384189919,1.0,0.46371883775743467,0.536003860033725,1.2840271640960506,0.7184208147745125,0.7999971871189832,0.6879963394048834,0.716625731013066,0.6745227122754035,0.655657592553705,0.8817799801115689,0.9433024540227465,1.1486846552356857,1.2015444373411874,0.9013918444531837,0.779235055524241,0.4631575634619835,1.4315337964098391
D10,0.6619179864580128,1.0383782166034132,0.9258087915569699,1.0949512357088307,1.0,1.0895239509854122,1.1616337792787819,0.9284061992580352,1.0699279207826833,1.0120621576757531,1.0514473826932416,1.0394981290209668,1.0363101447054321,1.10142422950077,1.0439953097961898,1.022711154188055,1.0234482986464928,1.31891871471965,1.0179812845572236,0.9684935545464722,1.085675569420611,1.0660145898766493
D2,6.867897260172248,0.6624799685507482,1.1698879718482553,0.5920716704075842,1.0,0.8503297158011222,0.5917131249860658,1.147785710368758,0.8607118155830616,0.6587986300013352,0.6177115175646867,0.6684905784002786,0.5780995086240102,0.5852372777124589,0.922153417758586,1.175881780740096,0.9418745051563358,1.1276868712920671,0.8668258247322543,0.7133161704765126,0.7935132316394679,1.35350929802615
D3,8.180483327308561,0.9594886108485874,1.1926674803979191,0.6418674993239547,1.0,0.7247978917401569,0.9703755691550893,1.168815497676951,0.9598665540921367,0.8383366632179979,0.8616456694063902,0.9952684034811843,0.6954442166869992,0.8918663248901537,0.8470912421984294,1.174395075552839,0.6387872229629249,0.9520894587734089,0.908268998834464,0.9880119079146288,0.6597721703376885,1.4621717398365228
D4,9.317157454831145,1.112181287696956,1.2394216467452708,0.6095933262827247,1.0,1.1187403279341426,0.8439195201202964,1.2129932435112791,0.8087749128443453,0.8661913391576701,0.9253096980389155,0.970107506630877,0.6778909852188435,1.2089202538910866,0.803430259656726,1.0773190812924849,0.675186197694842,1.146523154115929,0.8694321126851193,1.0096291999883025,1.1135360715600613,1.671208263476015
D5,12.377089289356642,2.7372246023190283,1.4307695740665374,0.8652982116187709,1.0,2.18805931954726,1.0982195438310678,1.4018053140796565,1.1517859767508454,0.8979967715176638,1.3531187684171087,1.4202122881466919,1.0382298244468702,2.3529693873744133,0.9699773344958099,1.3696280592429837,1.0259345027516553,2.053478483380814,0.8549697808989583,1.996400309849389,1.9911955576667324,1.0731881289657121
D6,4.943707258893068,0.8551528728963604,0.9882443640932903,0.45349948003609397,1.0,1.2163831344576945,1.3419726761471245,0.9780808912679684,1.345558974785138,0.8133134568217623,0.900956026233436,1.0318464471929296,0.5825852089934124,0.8822078007147051,0.37086142829143803,0.6303923082292857,0.4030029217970657,0.7912437311934408,0.908984697864138,0.7123014921423901,1.2648249708257082,1.31116050731588
D7,4.2737033675951785,1.6199768105948766,0.9453270943210684,0.5794519697338678,1.0,1.8856807713774049,1.304740365806147,0.9392646740280582,1.1500017645084244,0.7598340012242993,1.1101452059839614,1.4169453820243223,0.7231395180808596,1.2964277043238692,0.720252667758759,1.1339794951778075,0.5179771096095617,2.2005222001564104,0.8904371339164158,1.1686140706086503,1.68823507707032,0.9862758451262063
D8,1.5951362764736177,0.6508177889784122,0.6704990759330487,0.5609421066367551,1.0,1.4570325215309856,1.4988609410910656,0.6709637663329682,0.9849816388333476,0.5113562724115046,0.7506159688491745,0.8385857601954753,0.5122216576135901,0.7742592358208745,0.46241200716581055,0.9823084721829243,0.46634194394101375,0.6128574574400043,0.865572190641001,0.6366042857961782,1.2925422527588875,1.6385254082485288
D9,0.5921171205429929,1.6144711569172137,0.6149926845246365,0.7197599034199185,1.0,1.5068486457897008,2.0619578533558034,0.6221808028354556,1.1975800207985208,0.7059785830156151,0.7076786313972191,0.794533624799887,0.610887608374214,1.223093549633982,0.8101499205616745,1.8875593875629022,0.9593265460857942,3.0189847812699724,0.9436492764124494,1.0492772664656365,1.414347099483058,1.5097664060729816
