ticker,mu_low,mu_high,var_low,var_high,P_00,P_11,P_01,P_10,n_low,n_high
AAPL,-9.58813830026872,-8.349604914774517,0.31110504431851793,0.4537399789743481,0.9678958360679143,0.9606220926376051,0.03937790736239493,0.032104163932085705,1246,1018
AMZN,-9.327019365120774,-7.981544436094921,0.3890758135985128,0.4434499782112912,0.9794525250314213,0.9719198281617732,0.02808017183822676,0.02054747496857867,1322,942
JPM,-9.519004518197239,-8.35178596141198,0.2586570730643758,0.4943591044797695,0.976615808621258,0.9553339289091112,0.044666071090888826,0.023384191378742036,1496,768
