,ticker,model,loss,se,ci_low,ci_high
0,AAPL,HAR,0.14630165755959545,0.012295224755008747,0.12288310537899357,0.17114892470433649
1,AAPL,LogHAR,0.13932489089842856,0.013456967437485055,0.11436243446592087,0.16690357750430185
2,AAPL,LevHAR,0.15148549546538315,0.014939109783701105,0.12349432942904974,0.18252103983433599
3,AAPL,SHAR,0.14648368134984002,0.01236650210958137,0.12278189677788265,0.1712822100373831
4,AAPL,HARQ,0.14231311094399426,0.012435614571876568,0.11885173588292064,0.16769142956877153
5,AAPL,HAR-X,0.3424126974081955,0.051595163634848985,0.2542763019082919,0.45553555414280883
6,AAPL,RR,0.31789644230044417,0.04938157996204338,0.23357312453654705,0.4261159293388982
7,AAPL,LA,0.14479553864510214,0.014017542064082629,0.11802392289853834,0.17314921556583848
8,AAPL,EN,0.22602772323203676,0.04295049701710424,0.15676485232621148,0.3227549929189081
9,AAPL,P-LA,0.1366671466427568,0.014104314577027642,0.1102520611603922,0.16584325344037254
10,AAPL,A-LA,0.33035314534451854,0.025264046846613285,0.2817777226786534,0.38203830071176625
11,AAPL,BG,0.14957254226083588,0.014095466025006,0.12373810092014907,0.17865642099923434
12,AAPL,RF,0.14615868320262732,0.013665349866810526,0.1205850019421321,0.17430274735280368
13,AAPL,GB,0.13847030393335705,0.012190363052248633,0.11544931310586043,0.16360857382100905
14,AAPL,NN1_ensemble,0.20255968535109925,0.04054389799286714,0.13751301386736584,0.2954175019210689
15,AAPL,NN1_top1,0.22608358439722728,0.04238016675074696,0.15787424378975096,0.3228604441041982
16,AAPL,NN2_ensemble,0.20266010996337386,0.039710339553714336,0.1385191040597916,0.29245121595860407
17,AAPL,NN2_top1,0.19326809145190818,0.019135372115073577,0.1583201424988011,0.23428480733914567
18,AAPL,NN3_ensemble,0.1606252766653097,0.01819640803595977,0.1279631447857056,0.1986377742894987
19,AAPL,NN3_top1,0.37578754095012806,0.087418231672633,0.23175108975551864,0.5695887724593723
20,AAPL,NN4_ensemble,0.14412239072342817,0.01222120283152391,0.12054204791996893,0.16864567859773563
21,AAPL,NN4_top1,0.1654315223571918,0.013777106128046354,0.13793003654426733,0.19217423749043347
22,AMZN,HAR,0.11427819428925448,0.010453452631487486,0.09436371263614546,0.13507708763338655
23,AMZN,LogHAR,0.11467151002909305,0.010103124809108507,0.09527925344722368,0.13463263388333135
24,AMZN,LevHAR,0.1210934570819261,0.010876293651744195,0.10098528216137104,0.14346419981422107
25,AMZN,SHAR,0.11286385419019378,0.01041713749652583,0.0930272799419813,0.13401634146960176
26,AMZN,HARQ,0.11470111457070896,0.00969460784396463,0.09603546388492973,0.13401367649748192
27,AMZN,HAR-X,0.4475299240797718,0.10810406499251145,0.2644895559626217,0.685906585478665
28,AMZN,RR,0.46713684941746736,0.11219900803553905,0.27612191378665296,0.7127671003459048
29,AMZN,LA,0.21141332164675022,0.05352620923698747,0.12459959889535133,0.33427776677690796
30,AMZN,EN,0.504186762212737,0.11562684277555493,0.3084848553732014,0.7563079942508988
31,AMZN,P-LA,0.45717279404852895,0.11175329433120525,0.2678822763229658,0.7044850621407052
32,AMZN,A-LA,0.19423675549795227,0.019078520975536018,0.15784601547505986,0.23204647195289235
33,AMZN,BG,0.12529572979604356,0.009549491697686752,0.10692028714923976,0.1443749781171494
34,AMZN,RF,0.11666015927614941,0.008978945224799015,0.09923214919191646,0.13432722517752035
35,AMZN,GB,0.2592432785030986,0.06059031479186156,0.15705548083397883,0.39482900999585696
36,AMZN,NN1_ensemble,0.1173257091907809,0.00878676284042125,0.10010396658369551,0.13438356029545656
37,AMZN,NN1_top1,0.11893718601997512,0.00916706655455817,0.10142314594063492,0.13763220043005034
38,AMZN,NN2_ensemble,0.12714004011296254,0.010052485486124328,0.10808187710472346,0.1477528222837584
39,AMZN,NN2_top1,0.28716791363970445,0.030338199043006095,0.2341363164724817,0.3534310759510882
40,AMZN,NN3_ensemble,0.12364434580342132,0.009102267897130787,0.1063661567039329,0.1420406526038135
41,AMZN,NN3_top1,0.18950019714052382,0.01455401224860689,0.16233124491348203,0.21957877715586246
42,AMZN,NN4_ensemble,0.13986625067157132,0.011548889709488513,0.11902717105344678,0.16388748598738975
43,AMZN,NN4_top1,0.24460846264448194,0.07461928724329178,0.13220259109100393,0.41647347429853815
44,JPM,HAR,0.15394758478517942,0.014795624835255742,0.12673142275715307,0.18487412077493687
