Model,DM stat,p-value,mean loss diff,ticker
HAR,,,,AAPL
LogHAR,-5.379215017479434,6.102048942398596e-08,-0.03460583447425568,AAPL
LevHAR,-3.8164476380581145,7.743593553931014e-05,-0.019004369978594407,AAPL
SHAR,0.8580843653545451,0.804342407929576,0.00018681575219141964,AAPL
HARQ,-3.0334845396937933,0.0012806173442011675,-0.004829846977767512,AAPL
HAR-X,0.9304145648272739,0.8236655039039449,0.01963440028058285,AAPL
RR,0.5518234811905971,0.7093246366521205,0.007335390581153364,AAPL
LA,2.5591374379862226,0.9945858994628436,0.00806259808860021,AAPL
EN,2.9641679080321355,0.998399685288055,0.009319568439438675,AAPL
P-LA,-1.6328992606040023,0.051604405793039335,-0.009334616503671424,AAPL
A-LA,7.093787325175148,0.9999999999973613,0.0615396624544685,AAPL
BG,2.023143410893443,0.9781673584057344,0.06240026907302514,AAPL
RF,1.9703131769924422,0.9752840346078169,0.04289155835615489,AAPL
GB,0.15676972912145565,0.5622507171137319,0.003064014141602104,AAPL
NN1_ensemble,0.544439612581014,0.7067919735709702,0.005313863841024792,AAPL
NN1_top1,1.2315650046457294,0.8906137832428904,0.014451752202942304,AAPL
NN2_ensemble,-0.2279880982164858,0.4098809425617567,-0.0021105455188994873,AAPL
NN2_top1,-0.6655156306087208,0.2530355268882343,-0.006296377662153995,AAPL
NN3_ensemble,-0.7040591374821542,0.2408850415504357,-0.006865680795479468,AAPL
NN3_top1,1.2991952807918892,0.9027198125787057,0.020950439446425346,AAPL
NN4_ensemble,-2.7667030586631416,0.002951164992185193,-0.01993250435885281,AAPL
NN4_top1,0.9134241393050249,0.8192389837580832,0.01696116007135083,AAPL
HAR,,,,AMZN
LogHAR,1.1023495339675313,0.86454245861987,0.0034047342939230894,AMZN
LevHAR,-1.321285411401803,0.09354800460031064,-0.0043017996787963935,AMZN
SHAR,-1.1693151423616817,0.12145631444488626,-0.00018006538702819658,AMZN
HARQ,1.5759881374878562,0.94212474827895,0.003052448792638629,AMZN
HAR-X,1.7757275577347853,0.9617639629178429,0.036092651430921024,AMZN
RR,1.8825520606534083,0.9697881558273532,0.046045278972925825,AMZN
LA,0.7864243520917631,0.7839779055571363,0.015433187926754558,AMZN
EN,1.7399605170594934,0.9587158281027627,0.04127665092079406,AMZN
P-LA,1.8735269436845474,0.9691693434399765,0.04520283075153196,AMZN
A-LA,3.7954261536160763,0.9999159290361099,0.026055804787047002,AMZN
BG,3.7238397654848083,0.9998890823864066,0.07078731641141343,AMZN
RF,2.5577476503997167,0.994564542444541,0.037965403405036624,AMZN
GB,2.5649916449677757,0.9946750423016468,0.035804381819932576,AMZN
NN1_ensemble,1.566601317676656,0.9410349693594807,0.03533959467183161,AMZN
NN1_top1,1.6084148302657464,0.9457675588256858,0.03494192126842455,AMZN
NN2_ensemble,0.7124660714283917,0.7617222170132185,0.007016255020650519,AMZN
NN2_top1,1.8340125050717686,0.9663347998263018,0.028226171932619122,AMZN
NN3_ensemble,0.46943596413171346,0.68050417697802,0.0038307380091232813,AMZN
NN3_top1,1.623680719930763,0.947418304560443,0.03152805553000587,AMZN
NN4_ensemble,0.9549372430397164,0.8299319170742311,0.006045798526740238,AMZN
NN4_top1,1.3273018544389874,0.9074498617590143,0.014452505474724724,AMZN
HAR,,,,JPM
LogHAR,-5.346575427581304,7.229933783212184e-08,-0.04616118502196742,JPM
LevHAR,-1.8978991480924399,0.029183294200601118,-0.020831143037426485,JPM
SHAR,0.4898669686218171,0.6877633488116282,0.0005579990476248714,JPM
HARQ,-2.1950599643948756,0.014341688696195945,-0.016302971703110486,JPM
HAR-X,1.0107822335573913,0.8436606421058805,0.0183003463933988,JPM
RR,1.1151885948663258,0.8673094473967016,0.01975879395523866,JPM
LA,2.1090052784441355,0.9822444145532162,0.009211226331812445,JPM
EN,2.9554217969195613,0.9983545342644458,0.013667530840351773,JPM
P-LA,-4.613629798134455,2.601701676515805e-06,-0.04514265768735336,JPM
A-LA,7.33684980411684,0.9999999999994653,0.07359122224628376,JPM
BG,1.4066440827248246,0.9198789670274583,0.05801330088493962,JPM
RF,1.146228330161731,0.8738367463869599,0.03462511446237901,JPM
GB,2.9455869176252434,0.9983023738083718,0.040258917222328015,JPM
NN1_ensemble,-2.4382748198519764,0.007577032540589748,-0.02085516297326523,JPM
NN1_top1,-1.0163319000450426,0.15501621526884127,-0.010391176870733178,JPM
NN2_ensemble,-2.0603954388233423,0.019975408516410866,-0.0162046807890707,JPM
NN2_top1,1.820463052725678,0.9653146093979889,0.016125035038443293,JPM
NN3_ensemble,-3.5897195299116786,0.00018423000899098565,-0.0243551706503477,JPM
NN3_top1,-1.6234463039707436,0.05260673754447931,-0.01825664140873995,JPM
NN4_ensemble,5.431456028843705,0.9999999535676432,0.042897467023921367,JPM
NN4_top1,9.305423186671499,1.0,0.10986031347507691,JPM
