date,regime,p_high
2016-01-04,1,0.9991587799190051
2016-01-05,1,0.9999126310916034
2016-01-06,1,0.9999683835320251
2016-01-07,1,0.99999274129334
2016-01-08,1,0.9999322652793222
2016-01-11,1,0.9999611021121434
2016-01-12,1,0.9998742964980337
2016-01-13,1,0.999990737852473
2016-01-14,1,0.999999252759895
2016-01-15,1,0.9999871883496789
2016-01-19,1,0.9999781973028365
2016-01-20,1,0.9999994059465376
2016-01-21,1,0.9999824310993155
2016-01-22,1,0.9993163142973575
2016-01-25,1,0.9998067229336611
2016-01-26,1,0.9998781674140724
2016-01-27,1,0.9999972249189766
2016-01-28,1,0.9999957809435106
2016-01-29,1,0.9999919732671191
2016-02-01,1,0.9999623405582044
2016-02-02,1,0.9999601816613473
2016-02-03,1,0.999999830573441
2016-02-04,1,0.9999941594548065
2016-02-05,1,0.999996746836339
2016-02-08,1,0.9999995947778414
2016-02-09,1,0.9999994024220789
2016-02-10,1,0.9999962201224029
2016-02-11,1,0.9999983654841257
2016-02-12,1,0.9999576168825974
2016-02-16,1,0.999806416612727
2016-02-17,1,0.999801787255968
2016-02-18,1,0.9999241316025256
2016-02-19,1,0.9998134131433618
2016-02-22,1,0.9998909473080765
2016-02-23,1,0.9995971216207774
2016-02-24,1,0.9999261317026068
2016-02-25,1,0.9997922386313233
2016-02-26,1,0.9990156904355775
2016-02-29,1,0.9990540866149696
2016-03-01,1,0.9981791514729675
2016-03-02,1,0.9972651736722941
2016-03-03,1,0.9945418567880416
2016-03-04,1,0.9958443850076202
2016-03-07,1,0.9980944427506625
2016-03-08,1,0.995527141575811
2016-03-09,1,0.9791927718911115
2016-03-10,1,0.963725911525007
2016-03-11,1,0.7414820322157641
2016-03-14,1,0.7349530380305946
2016-03-15,1,0.7766266345093804
2016-03-16,1,0.8755552828221836
2016-03-17,1,0.9109363163083403
2016-03-18,1,0.9172639180564622
2016-03-21,1,0.9034042056590778
2016-03-22,1,0.7867996832766361
2016-03-23,1,0.6632306254340647
2016-03-24,0,0.48286001175288745
2016-03-28,0,0.39548308277773153
2016-03-29,0,0.16187567096444178
2016-03-30,0,0.04547713584879009
2016-03-31,0,0.006371177341674815
2016-04-01,0,0.00033339628786151725
2016-04-04,0,0.00032462821980871396
2016-04-05,0,0.00028985876761913285
2016-04-06,0,0.0005199573082221298
2016-04-07,0,0.0009108460187859381
2016-04-08,0,0.0005607610424844905
2016-04-11,0,0.00027894604515458024
2016-04-12,0,0.0003881021883245259
2016-04-13,0,0.0007306576268750128
2016-04-14,0,0.0004869877305151279
2016-04-15,0,0.0012108816978063871
2016-04-18,0,0.03427403094315358
2016-04-19,0,0.04296138755321598
2016-04-20,0,0.04599044627887609
2016-04-21,0,0.04963502990454923
2016-04-22,0,0.10373216833722498
2016-04-25,0,0.13997572689906837
2016-04-26,0,0.22412281059987527
2016-04-27,1,0.6273070625124444
2016-04-28,1,0.9151980536919134
2016-04-29,1,0.9338168993433629
2016-05-02,1,0.8827634503510557
2016-05-03,0,0.4647202686189701
2016-05-04,0,0.35059829243795565
2016-05-05,0,0.2114618408267639
2016-05-06,0,0.095071646335321
2016-05-09,0,0.0323862123683468
2016-05-10,0,0.012952288711334574
2016-05-11,0,0.012277410692726799
2016-05-12,0,0.007110390167959597
2016-05-13,0,0.0067007104324248576
2016-05-16,0,0.008771487601525445
2016-05-17,0,0.015665971731356684
2016-05-18,0,0.017001740067988783
2016-05-19,0,0.01016623150431027
2016-05-20,0,0.00031472060135125183
2016-05-23,0,9.992444388051024e-05
2016-05-24,0,2.023301516111897e-05
2016-05-25,0,3.1053940225187836e-05
2016-05-26,0,1.80499834651035e-05
2016-05-27,0,5.164955539051261e-06
2016-05-31,0,8.290441045010829e-05
2016-06-01,0,4.647990510905935e-05
2016-06-02,0,6.451252155789134e-05
2016-06-03,0,3.6458099401216556e-05
2016-06-06,0,3.964486222465402e-05
2016-06-07,0,4.796133330227063e-05
2016-06-08,0,4.11652391254081e-05
2016-06-09,0,9.874589185375097e-06
2016-06-10,0,1.325332039167179e-05
2016-06-13,0,0.00015245909965352968
2016-06-14,0,0.00041664681937570916
2016-06-15,0,9.259374880071025e-05
2016-06-16,0,0.000214958869459812
2016-06-17,0,0.0002441679839920431
2016-06-20,0,4.3187110513893316e-05
2016-06-21,0,3.9860247811214455e-05
2016-06-22,0,0.0004736338349692397
2016-06-23,0,0.0012937809990759281
2016-06-24,0,0.04007766428892742
2016-06-27,0,0.03562990294387988
2016-06-28,0,0.004272965833060808
2016-06-29,0,0.0001276947754317341
2016-06-30,0,3.945650449099895e-05
2016-07-01,0,2.8064765879349386e-05
2016-07-05,0,2.0803106249716105e-05
2016-07-06,0,0.00018366970557300068
2016-07-07,0,3.660101302648393e-05
2016-07-08,0,1.3286349859340842e-05
2016-07-11,0,6.19095728828286e-05
2016-07-12,0,0.0063962338680547005
2016-07-13,0,0.008702585886189163
2016-07-14,0,5.9463863273379196e-05
2016-07-15,0,1.4113310920101604e-05
2016-07-18,0,4.258688113114687e-05
2016-07-19,0,8.269056436373696e-05
2016-07-20,0,2.004665176623277e-06
2016-07-21,0,8.075636033819352e-06
2016-07-22,0,5.275342514572773e-06
2016-07-25,0,1.5170121570530368e-05
2016-07-26,0,9.957011113866783e-06
2016-07-27,0,4.071421070764966e-05
2016-07-28,0,0.0001126278466860275
2016-07-29,0,0.00015032891963869444
2016-08-01,0,0.00010860860730411952
2016-08-02,0,6.52190727513853e-05
2016-08-03,0,6.361713488575187e-05
2016-08-04,0,9.27288112354177e-05
2016-08-05,0,1.837435830723408e-06
2016-08-08,0,6.849359974598963e-06
2016-08-09,0,3.7123998236206944e-06
2016-08-10,0,5.470946391834224e-06
2016-08-11,0,8.034179434485363e-06
2016-08-12,0,2.5558029696965154e-06
2016-08-15,0,1.8841877506418379e-06
2016-08-16,0,3.316775228826333e-06
2016-08-17,0,1.784328569269977e-05
2016-08-18,0,5.257082410722421e-06
2016-08-19,0,4.5369451609281584e-06
2016-08-22,0,1.5108467757572027e-05
2016-08-23,0,1.5118320560321573e-06
2016-08-24,0,3.891288078748985e-06
2016-08-25,0,1.3615684387834145e-06
2016-08-26,0,2.5426850974889927e-05
2016-08-29,0,7.763371111967737e-06
2016-08-30,0,2.629815976307123e-06
2016-08-31,0,5.493564227307741e-06
2016-09-01,0,4.592538782337043e-06
2016-09-02,0,5.12428025015968e-07
2016-09-06,0,2.7043750518343726e-05
2016-09-07,0,4.032519409947543e-06
2016-09-08,0,4.223676816549688e-06
2016-09-09,0,6.688741857489046e-05
2016-09-12,0,0.0004924251421936409
2016-09-13,0,9.980183021481563e-05
2016-09-14,0,1.837790339306531e-05
2016-09-15,0,2.514794421570413e-05
2016-09-16,0,0.00018274731873222234
2016-09-19,0,6.160404265232468e-05
2016-09-20,0,5.8248373048671884e-06
2016-09-21,0,1.1335801570817731e-05
2016-09-22,0,2.1451403896888948e-05
2016-09-23,0,6.4653664794559596e-06
2016-09-26,0,5.498279168873744e-06
2016-09-27,0,3.227643992130465e-05
2016-09-28,0,6.348064652978253e-05
2016-09-29,0,0.0001222879021692764
2016-09-30,0,5.590601609448274e-06
2016-10-03,0,1.8104932993448594e-05
2016-10-04,0,1.5226077395162302e-05
2016-10-05,0,8.549851885567795e-06
2016-10-06,0,1.3903209133726933e-05
2016-10-07,0,1.004672389782198e-05
2016-10-10,0,2.5284581460004142e-06
2016-10-11,0,2.450005420098264e-05
2016-10-12,0,1.914107627966824e-05
2016-10-13,0,0.000132499133689271
2016-10-14,0,2.304901368142548e-05
2016-10-17,0,0.000225898765729243
2016-10-18,0,1.1116927630853623e-05
2016-10-19,0,3.725651888665459e-06
2016-10-20,0,0.00013642685754561239
2016-10-21,0,1.7855048033937116e-05
2016-10-24,0,4.538528902930896e-05
2016-10-25,0,2.037845893919055e-05
2016-10-26,0,0.00026004734844938665
2016-10-27,0,0.0017462306324657914
2016-10-28,0,0.0025977644466214237
2016-10-31,0,0.0015280619638513926
2016-11-01,0,0.006766496022702902
2016-11-02,0,0.011521877917301717
2016-11-03,0,0.012645758750223359
2016-11-04,0,0.018798724784773978
2016-11-07,0,0.040807917783415734
2016-11-08,0,0.12823074379190808
2016-11-09,1,0.926348853215128
2016-11-10,1,0.9999313846731638
2016-11-11,1,0.999455567836698
2016-11-14,1,0.9941375999996027
2016-11-15,1,0.8315907662801189
2016-11-16,1,0.5491660549433931
2016-11-17,0,0.05781981084004986
2016-11-18,0,0.008424344519026825
2016-11-21,0,0.0014034309686742107
2016-11-22,0,0.00022013726377443472
2016-11-23,0,7.8513896885453e-05
2016-11-25,0,2.411348644559837e-06
2016-11-28,0,0.00016868309851473566
2016-11-29,0,0.0004307046441281205
2016-11-30,0,0.0012670551994656053
2016-12-01,0,0.005185390470067027
2016-12-02,0,0.003962373260220899
2016-12-05,0,0.0006481700165805367
2016-12-06,0,0.00014044419055771136
2016-12-07,0,0.00011810988897579223
2016-12-08,0,3.457590516435542e-05
2016-12-09,0,1.300165684050533e-05
2016-12-12,0,0.0004523026245438277
2016-12-13,0,0.008929157485772185
2016-12-14,0,0.015326695363320767
2016-12-15,0,0.0037795262745652647
2016-12-16,0,0.0001941127509766745
2016-12-19,0,0.00011984995756384874
2016-12-20,0,1.870386056019479e-05
2016-12-21,0,1.7727717176634557e-06
2016-12-22,0,1.5920740775972058e-05
2016-12-23,0,2.893057022044935e-06
2016-12-27,0,1.9451341669639254e-05
2016-12-28,0,8.703931646777378e-05
2016-12-29,0,2.1052011275059846e-05
2016-12-30,0,3.473564912057238e-05
2017-01-03,0,0.00010908430864734717
2017-01-04,0,5.542303527224122e-06
2017-01-05,0,7.763838714837162e-05
2017-01-06,0,0.00016895289241162462
2017-01-09,0,7.111031462168305e-05
2017-01-10,0,1.7723546620258358e-05
2017-01-11,0,8.411519458334095e-05
2017-01-12,0,0.00010466320518832266
2017-01-13,0,1.8040637518997567e-05
2017-01-17,0,0.00016912975618998122
2017-01-18,0,1.1752982296332408e-05
2017-01-19,0,1.5867890080966582e-05
2017-01-20,0,1.8659737297531664e-05
2017-01-23,0,3.569963141948333e-05
2017-01-24,0,1.0835501869201428e-05
2017-01-25,0,2.0621333100355534e-05
