,HAR,LogHAR,LevHAR,SHAR,HARQ,HAR-X,RR,LA,EN,P-LA,A-LA,BG,RF,GB,NN1_ensemble,NN1_top1,NN2_ensemble,NN2_top1,NN3_ensemble,NN3_top1,NN4_ensemble,NN4_top1
AAPL,5.368367660828404e-09,3.5749938902493317e-09,4.519294210860369e-09,5.4089944493108036e-09,5.5039701022618654e-09,6.027185914529157e-09,5.7921033078135924e-09,5.480996738298306e-09,5.5326692749848666e-09,4.944032055502205e-09,8.793424134105154e-09,3.926664152932606e-08,1.631119744690775e-08,1.4371025246780845e-08,5.730034955250411e-09,6.576966453501673e-09,5.4172795812512115e-09,5.272760049945548e-09,4.9713693301442074e-09,6.217148810468938e-09,4.367366801613312e-09,4.927491509963e-09
AMZN,5.10465054335834e-09,6.194596576671928e-09,4.845394049391884e-09,5.084941945556717e-09,5.926571467112418e-09,5.8254572601542726e-09,5.684915319947482e-09,4.597900158125197e-09,5.538020415576088e-09,5.6929391686004545e-09,7.199467043225791e-09,3.429766993690359e-08,1.9830569369793017e-08,2.0770032186786664e-08,6.463023079358939e-09,7.085745331301279e-09,5.763353799169905e-09,6.773532911342392e-09,6.356342159894103e-09,7.360189921847046e-09,6.961074591643852e-09,8.524598925302892e-09
JPM,4.9351386149823175e-09,3.110898610331407e-09,5.489695718813865e-09,4.87455590046358e-09,7.286347272171094e-09,7.375096074173268e-09,7.310895702491078e-09,4.8154845369870024e-09,4.99589029250109e-09,3.5568140845721943e-09,8.362147488740502e-09,6.827909115028634e-08,2.602652774033823e-08,8.019745894452287e-09,4.4469243902187745e-09,4.56463573680036e-09,4.243310577567391e-09,6.590409760343367e-09,3.531957887016702e-09,3.916384845591225e-09,6.462169448465098e-09,1.114610109514714e-08
