alpha,model,n,expected_hits,observed_hits,hit_rate,quantile_loss,kupiec_LR,kupiec_p,christoffersen_LR,christoffersen_p,ticker,horizon
0.05,HAR,439,21.950000000000003,13,0.029612756264236904,0.0011441291030278465,4.471447566099982,0.03446578012246393,5.266865748367877,0.07183145016978465,AAPL,22
0.05,LogHAR,439,21.950000000000003,16,0.03644646924829157,0.001109372793250846,1.8667777104192282,0.1718445890453839,2.132839900457043,0.3442387057368921,AAPL,22
0.05,LevHAR,439,21.950000000000003,13,0.029612756264236904,0.0011200104782568697,4.471447566099982,0.03446578012246393,5.266865748367877,0.07183145016978465,AAPL,22
0.05,SHAR,439,21.950000000000003,13,0.029612756264236904,0.0011440893524888188,4.471447566099982,0.03446578012246393,5.266865748367877,0.07183145016978465,AAPL,22
0.05,HARQ,439,21.950000000000003,13,0.029612756264236904,0.0011427157129780638,4.471447566099982,0.03446578012246393,5.266865748367877,0.07183145016978465,AAPL,22
0.05,HAR-X,439,21.950000000000003,15,0.03416856492027335,0.0011492174996379195,2.5936732370286677,0.10729125209711687,3.6577260942890746,0.1605960541586593,AAPL,22
0.05,RR,439,21.950000000000003,15,0.03416856492027335,0.0011448868923623968,2.5936732370286677,0.10729125209711687,3.6577260942890746,0.1605960541586593,AAPL,22
0.05,LA,439,21.950000000000003,12,0.02733485193621868,0.0011559397741886179,5.642870184420943,0.01752649248666982,6.319015958540902,0.04244662056073678,AAPL,22
0.05,EN,439,21.950000000000003,12,0.02733485193621868,0.001156628582954255,5.642870184420943,0.01752649248666982,6.319015958540902,0.04244662056073678,AAPL,22
0.05,P-LA,439,21.950000000000003,13,0.029612756264236904,0.0011452078733798251,4.471447566099982,0.03446578012246393,5.266865748367877,0.07183145016978465,AAPL,22
0.05,A-LA,439,21.950000000000003,8,0.018223234624145785,0.0011907794396371779,12.212289795239982,0.0004747572840371195,12.509981388714849,0.0019208438306587139,AAPL,22
0.05,BG,439,21.950000000000003,15,0.03416856492027335,0.0012114059164999968,2.5936732370286677,0.10729125209711687,3.6577260942890746,0.1605960541586593,AAPL,22
0.05,RF,439,21.950000000000003,16,0.03644646924829157,0.001188161471122053,1.8667777104192282,0.1718445890453839,3.0803387040050723,0.2143447986322078,AAPL,22
0.05,GB,439,21.950000000000003,16,0.03644646924829157,0.0011612965307700453,1.8667777104192282,0.1718445890453839,2.132839900457043,0.3442387057368921,AAPL,22
0.05,NN1_ensemble,439,21.950000000000003,14,0.03189066059225513,0.0011476359911138914,3.458718023910862,0.06291907922635909,4.008321885727597,0.13477333079239306,AAPL,22
0.05,NN1_top1,439,21.950000000000003,13,0.029612756264236904,0.00115264303510329,4.471447566099982,0.03446578012246393,5.266865748367877,0.07183145016978465,AAPL,22
0.05,NN2_ensemble,439,21.950000000000003,15,0.03416856492027335,0.0011443124977703887,2.5936732370286677,0.10729125209711687,3.6577260942890746,0.1605960541586593,AAPL,22
0.05,NN2_top1,439,21.950000000000003,20,0.04555808656036447,0.0011348518771642914,0.18770879583763644,0.6648304475486966,0.1965103146531817,0.9064175951547794,AAPL,22
0.05,NN3_ensemble,439,21.950000000000003,17,0.0387243735763098,0.0011435402486951818,1.269691828233249,0.2598245006687222,1.4354605806897496,0.48785829697614314,AAPL,22
0.05,NN3_top1,439,21.950000000000003,20,0.04555808656036447,0.0011653655614572512,0.18770879583763644,0.6648304475486966,0.1965103146531817,0.9064175951547794,AAPL,22
0.05,NN4_ensemble,439,21.950000000000003,16,0.03644646924829157,0.0011308308826117799,1.8667777104192282,0.1718445890453839,2.132839900457043,0.3442387057368921,AAPL,22
0.05,NN4_top1,439,21.950000000000003,19,0.04328018223234624,0.0011162870695150446,0.4363476819462164,0.5088905620632355,0.47492023395307115,0.788628343236585,AAPL,22
0.01,HAR,439,4.39,2,0.004555808656036446,0.00029731316463454515,1.6483908356977608,0.19917808852281038,1.666739523900116,0.43458237698387336,AAPL,22
0.01,LogHAR,439,4.39,2,0.004555808656036446,0.000288001370010938,1.6483908356977608,0.19917808852281038,1.666739523900116,0.43458237698387336,AAPL,22
0.01,LevHAR,439,4.39,2,0.004555808656036446,0.00028927896815741607,1.6483908356977608,0.19917808852281038,1.666739523900116,0.43458237698387336,AAPL,22
0.01,SHAR,439,4.39,2,0.004555808656036446,0.0002968088610740732,1.6483908356977608,0.19917808852281038,1.666739523900116,0.43458237698387336,AAPL,22
