ticker,COMB_AVG,COMB_BG,COMB_MSE
AAPL,0.1122667657210367,0.1278108472819817,0.1192967301346131
AMZN,0.08193265797226428,0.08662258949837705,0.08255912015177698
JPM,0.10180960255350517,0.10400082959552613,0.09965922380321814
