,HAR,LogHAR,LevHAR,SHAR,HARQ,RR,LA,EN,P-LA,A-LA,BG,RF,GB,NN1_ensemble,NN1_top1,NN2_ensemble,NN2_top1,NN3_ensemble,NN3_top1,NN4_ensemble,NN4_top1
AAPL,1.0,0.9436506418163118,1.0226084649029146,1.0041805950330736,0.9856025979273335,0.9916753612194641,1.0226964521023596,1.0214782382585037,1.0034390357811593,1.9976811923274078,1.578088183402282,1.4056647346692088,1.035848279108944,1.0359937748555927,1.0682691658062409,0.9965573328900722,1.3178498266267866,0.9778337578806943,0.9646192633101821,0.9757558237206642,1.0071539599060697
AMZN,1.0,1.0029347876186447,1.0554096615092075,0.9927715090890292,0.996544607442797,0.9910335219077587,0.9933851873155245,0.9951473785679509,0.9954966845378485,1.5171606754870608,1.420321320928184,1.2601209088464629,1.1260774493251184,1.0271842760277856,1.0438231459308924,1.0458352601926164,1.0970837254470311,1.0637056761979624,1.1301904265344402,1.0422671835341346,1.1381304795243556
JPM,1.0,0.9163008075662965,1.044106667117963,1.1778186224013505,1.1611668399598998,0.9835571307184748,0.9947418718568883,0.9937006730653262,0.9774619224841289,2.129477013072418,1.363008014665283,1.2306881565095917,1.087620655547862,1.0407762570185448,1.0301124517948086,0.9990708715560399,0.993275638597726,0.9947736210133353,1.0149787582531749,0.9852749892397038,1.0081103447369197
