ticker,horizon,MSE_RV_5m,MSE_RV_1m,MSE_RK_5m,MSE_RK_1m,freq_effect_RV,estimator_effect,kernel_helps_at_1m,combined_RK1m_vs_RV5m
AAPL,1,9.741870959485134e-09,8.444663057585484e-09,1.778600519346845e-08,1.0626380564926747e-08,0.8668420155333069,1.8257278573528193,1.258354595377434,1.0907946337125738
AAPL,5,7.047844100771987e-09,6.017983634072155e-09,1.0528207347050349e-08,7.263203498980313e-09,0.8538758162106586,1.4938195562380756,1.2069164591704882,1.0305567766722785
AAPL,22,5.140350802951614e-09,5.228137430202494e-09,5.924604085070066e-09,5.0533758048370425e-09,1.017077944797167,1.152568046847723,0.9665728707979502,0.9830799489278766
AMZN,1,1.5467376160657404e-08,1.0335120883557681e-08,2.5350414396939e-08,1.5429044312507048e-08,0.6681883712019591,1.6389602304636484,1.4928750700007174,0.9975217614317898
AMZN,5,9.18772165118113e-09,7.835550609971989e-09,1.0943408821372797e-08,9.056260737861632e-09,0.8528284712417998,1.1910905920801338,1.1557912377384296,0.9856916743551326
AMZN,22,4.58995286314823e-09,5.0593284745816295e-09,4.229266004119243e-09,4.2839505991780104e-09,1.1022615319651576,0.9214181779676068,0.8467429265960563,0.93333215545043
JPM,1,6.579217029622504e-09,4.6357803015708304e-09,1.6886844132834566e-08,8.25205648083595e-09,0.7046097249412089,2.56669510320189,1.7800792841800004,1.2542611747996142
JPM,5,4.334954811271763e-09,3.872237110709698e-09,7.306269358042672e-09,4.919873515993209e-09,0.8932589333206185,1.6854314926293783,1.2705506856452553,1.1349307501892614
JPM,22,4.7460145383802734e-09,5.2506026074139066e-09,5.215695803899483e-09,5.028388346066855e-09,1.1063182729326067,1.098963301043638,0.9576783318102796,1.0594970380733284
