alpha,model,n,expected_hits,observed_hits,hit_rate,quantile_loss,kupiec_LR,kupiec_p,christoffersen_LR,christoffersen_p,ticker,horizon
0.05,HAR,442,22.1,19,0.042986425339366516,0.0014926709442264114,0.4795623717102444,0.4886206111381084,2.191041352066975,0.33436546553258206,AMZN,5
0.05,LogHAR,442,22.1,18,0.04072398190045249,0.0014928989146075601,0.8524930528635366,0.35584802063435506,2.384870606976193,0.3034812943522942,AMZN,5
0.05,LevHAR,442,22.1,18,0.04072398190045249,0.0015079014345345395,0.8524930528635366,0.35584802063435506,2.384870606976193,0.3034812943522942,AMZN,5
0.05,SHAR,442,22.1,18,0.04072398190045249,0.001498375606471506,0.8524930528635366,0.35584802063435506,2.384870606976193,0.3034812943522942,AMZN,5
0.05,HARQ,442,22.1,18,0.04072398190045249,0.0014888637208558008,0.8524930528635366,0.35584802063435506,2.384870606976193,0.3034812943522942,AMZN,5
0.05,HAR-X,442,22.1,27,0.06108597285067873,0.00148239869676317,1.0714039126106911,0.30062855041643144,4.595643807059332,0.10047745514839712,AMZN,5
0.05,RR,442,22.1,29,0.06561085972850679,0.0014910478905781595,2.073667198591636,0.14986079790633688,2.658836863256454,0.2646311176447047,AMZN,5
0.05,LA,442,22.1,24,0.05429864253393665,0.0014702322990497823,0.16746892929637625,0.6823711167543003,2.931586042253059,0.2308948143894627,AMZN,5
0.05,EN,442,22.1,29,0.06561085972850679,0.0014855950551939203,2.073667198591636,0.14986079790633688,2.658836863256454,0.2646311176447047,AMZN,5
0.05,P-LA,442,22.1,27,0.06108597285067873,0.001503091950298815,1.0714039126106911,0.30062855041643144,4.595643807059332,0.10047745514839712,AMZN,5
0.05,A-LA,442,22.1,15,0.033936651583710405,0.0015405053895249587,2.693559187214447,0.1007545308846074,3.093931544657039,0.2128929605255474,AMZN,5
0.05,BG,442,22.1,19,0.042986425339366516,0.0015132636866685009,0.4795623717102444,0.4886206111381084,2.191041352066975,0.33436546553258206,AMZN,5
0.05,RF,442,22.1,17,0.038461538461538464,0.001495619994859468,1.3413090572342128,0.24680324522874397,2.7048820782243297,0.258608216765968,AMZN,5
0.05,GB,442,22.1,18,0.04072398190045249,0.0014877742819554343,0.8524930528635366,0.35584802063435506,2.384870606976193,0.3034812943522942,AMZN,5
0.05,NN1_ensemble,442,22.1,23,0.05203619909502263,0.0014566063965189876,0.03809435105807779,0.8452538031005928,2.570473585669987,0.2765850825113767,AMZN,5
0.05,NN1_top1,442,22.1,19,0.042986425339366516,0.0014833753358493079,0.4795623717102444,0.4886206111381084,2.191041352066975,0.33436546553258206,AMZN,5
0.05,NN2_ensemble,442,22.1,20,0.04524886877828054,0.001450849292521311,0.21667163712083948,0.6415877509336629,2.1176245599771732,0.34686754729477076,AMZN,5
0.05,NN2_top1,442,22.1,31,0.07013574660633484,0.0014488794984755331,3.371382184212763,0.06633807771900879,8.063663875510429,0.017741798294628963,AMZN,5
0.05,NN3_ensemble,442,22.1,21,0.04751131221719457,0.0014400226189911643,0.05856195184890112,0.8087834422468483,2.159437828022618,0.33969099460588503,AMZN,5
0.05,NN3_top1,442,22.1,25,0.05656108597285068,0.0014314509783702695,0.38498566384200217,0.534946997332626,3.3916046417740517,0.1834519826087646,AMZN,5
0.05,NN4_ensemble,442,22.1,22,0.049773755656108594,0.0014538924360781563,0.00047698602656964795,0.9825755786120264,2.3118022062711248,0.3147737654419056,AMZN,5
0.05,NN4_top1,442,22.1,25,0.05656108597285068,0.0014400990511334586,0.38498566384200217,0.534946997332626,3.3916046417740517,0.1834519826087646,AMZN,5
0.01,HAR,442,4.42,7,0.01583710407239819,0.00039975823727746797,1.2920281736239758,0.2556745202839177,1.517844416684639,0.4681707457099421,AMZN,5
0.01,LogHAR,442,4.42,6,0.013574660633484163,0.0003991655488032539,0.5131491705198457,0.4737787728477496,0.6786716605662377,0.7122432160796899,AMZN,5
0.01,LevHAR,442,4.42,8,0.01809954751131222,0.00042074227304283535,2.3621990059923235,0.12430685235011818,2.6578278355523963,0.2647646613937372,AMZN,5
0.01,SHAR,442,4.42,8,0.01809954751131222,0.00040164221808088675,2.3621990059923235,0.12430685235011818,2.6578278355523963,0.2647646613937372,AMZN,5
0.01,HARQ,442,4.42,7,0.01583710407239819,0.00039784024075164133,1.2920281736239758,0.2556745202839177,1.517844416684639,0.4681707457099421,AMZN,5
0.01,HAR-X,442,4.42,9,0.020361990950226245,0.0004156597336022798,3.6876332824408706,0.05481734765903268,4.062660413887571,0.13116093387064398,AMZN,5
0.01,RR,442,4.42,11,0.024886877828054297,0.00042735133699984504,6.998067511765839,0.00815977573540061,7.5609196079494865,0.022812199873074923,AMZN,5
0.01,LA,442,4.42,9,0.020361990950226245,0.00040318982334150997,3.6876332824408706,0.05481734765903268,4.062660413887571,0.13116093387064398,AMZN,5
0.01,EN,442,4.42,10,0.02262443438914027,0.00042218833728036747,5.240368243294114,0.022068602215629562,5.704447009116194,0.05771584664815865,AMZN,5
0.01,P-LA,442,4.42,12,0.027149321266968326,0.00042717596084788917,8.942476607295248,0.0027861471048923336,9.613892851136683,0.008172777819032695,AMZN,5
0.01,A-LA,442,4.42,3,0.006787330316742082,0.0004072575603816953,0.5194386506267961,0.47108123590959805,0.5605348623664881,0.7555816483396764,AMZN,5
0.01,BG,442,4.42,8,0.01809954751131222,0.0004277096938121057,2.3621990059923235,0.12430685235011818,2.6578278355523963,0.2647646613937372,AMZN,5
0.01,RF,442,4.42,8,0.01809954751131222,0.000426445585958493,2.3621990059923235,0.12430685235011818,2.6578278355523963,0.2647646613937372,AMZN,5
0.01,GB,442,4.42,11,0.024886877828054297,0.00041580285921878667,6.998067511765839,0.00815977573540061,7.5609196079494865,0.022812199873074923,AMZN,5
0.01,NN1_ensemble,442,4.42,10,0.02262443438914027,0.00040032188642231736,5.240368243294114,0.022068602215629562,5.704447009116194,0.05771584664815865,AMZN,5
0.01,NN1_top1,442,4.42,8,0.01809954751131222,0.0004083884401042808,2.3621990059923235,0.12430685235011818,2.6578278355523963,0.2647646613937372,AMZN,5
0.01,NN2_ensemble,442,4.42,10,0.02262443438914027,0.0003971745247184275,5.240368243294114,0.022068602215629562,5.704447009116194,0.05771584664815865,AMZN,5
0.01,NN2_top1,442,4.42,9,0.020361990950226245,0.0004096070061699563,3.6876332824408706,0.05481734765903268,4.062660413887571,0.13116093387064398,AMZN,5
0.01,NN3_ensemble,442,4.42,8,0.01809954751131222,0.00040504579771297807,2.3621990059923235,0.12430685235011818,2.6578278355523963,0.2647646613937372,AMZN,5
0.01,NN3_top1,442,4.42,9,0.020361990950226245,0.00040483842895202546,3.6876332824408706,0.05481734765903268,4.062660413887571,0.13116093387064398,AMZN,5
0.01,NN4_ensemble,442,4.42,11,0.024886877828054297,0.0004173421458373449,6.998067511765839,0.00815977573540061,7.5609196079494865,0.022812199873074923,AMZN,5
0.01,NN4_top1,442,4.42,10,0.02262443438914027,0.0004129176744574505,5.240368243294114,0.022068602215629562,5.704447009116194,0.05771584664815865,AMZN,5
